表3-1 班級數統計(依據103/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
學年度,學校代號,學校名稱,日夜別,等級別,科系代號,科系名稱,班級數計,一年級,二年級,三年級,四年級,五年級,六年級,七年級
YEAR,SCODE,SNAME,DNS,LEVEL,EDU_CODE,BNAME,T,C1,C2,C3,C4,C5,C6,C7
103,8,國立中央大學,,,TOTAL,全校班級,643,138,141,133,113,53,35,30
103,8,國立中央大學,D,,SUBT1,學士班           共計,123,31,31,31,30,0,0,0
103,8,國立中央大學,D,學士班,220201,    中國文學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,220310,    英美語文學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,220314,    法國語文學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,460101,    數學系,8,2,2,2,2,0,0,0
103,8,國立中央大學,D,學士班,440301,    物理學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,440101,    化學學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,520106,    光電科學與工程學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,449999,    理學院學士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,520301,    土木工程學系,8,2,2,2,2,0,0,0
103,8,國立中央大學,D,學士班,520201,    機械工程學系,12,3,3,3,3,0,0,0
103,8,國立中央大學,D,學士班,520403,    化學工程與材料工程學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,340301,    企業管理學系,8,2,2,2,2,0,0,0
103,8,國立中央大學,D,學士班,480109,    資訊管理學系,8,2,2,2,2,0,0,0
103,8,國立中央大學,D,學士班,340501,    財務金融學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,310101,    經濟學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,520101,    電機工程學系,8,2,2,2,2,0,0,0
103,8,國立中央大學,D,學士班,520114,    資訊工程學系,8,2,2,2,2,0,0,0
103,8,國立中央大學,D,學士班,520126,    通訊工程學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,440401,    大氣科學學系,8,2,2,2,2,0,0,0
103,8,國立中央大學,D,學士班,440201,    地球科學學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,學士班,311025,    客家語文暨社會科學學系,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,學士班,420103,    生命科學系,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,,SUBT2,碩士班           共計,187,51,53,48,35,0,0,0
103,8,國立中央大學,D,碩士班,449904,    遙測科技碩士學位學程,3,1,1,0,1,0,0,0
103,8,國立中央大學,D,碩士班,220201,    中國文學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,220310,    英美語文學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,220314,    法國語文學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,221101,    哲學研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,220901,    歷史研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,210701,    藝術學研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,140111,    學習與教學研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,220201,    中國文學系戲曲碩士班,3,0,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,229916,    亞際文化研究國際碩士學位學程,2,1,1,0,0,0,0,0
103,8,國立中央大學,D,碩士班,460101,    數學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,440301,    物理學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,440101,    化學學系碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,460201,    統計研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,520106,    光電科學與工程學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,440601,    天文研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,440301,    物理學系生物物理碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,520106,    光電科學與工程學系照明與顯示科技碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,520301,    土木工程學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,520201,    機械工程學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,520403,    化學工程與材料工程學系碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,349927,    營建管理研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,520901,    環境工程研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,520201,    機械工程學系光機電工程碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,521309,    能源工程研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,520502,    材料科學與工程研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,520527,    應用材料科學國際研究生碩士學位學程,1,0,1,0,0,0,0,0
103,8,國立中央大學,D,碩士班,340301,    企業管理學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,480109,    資訊管理學系碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,310104,    產業經濟研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,349906,    工業管理研究所碩士班,3,1,1,0,1,0,0,0
103,8,國立中央大學,D,碩士班,349919,    人力資源管理研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,340501,    財務金融學系碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,310101,    經濟學系碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,340201,    會計研究所碩士班,3,1,1,0,1,0,0,0
103,8,國立中央大學,D,碩士班,520101,    電機工程學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,520114,    資訊工程學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,520126,    通訊工程學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,140805,    網路學習科技研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,520114,    資訊工程學系軟體工程碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,440401,    大氣科學學系大氣物理碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,440201,    地球科學學系地球物理碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,440603,    太空科學研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,440204,    應用地質研究所碩士班,4,1,1,1,1,0,0,0
