表3-1 班級數統計(依據103/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
103,8,國立中央大學,D,碩士班,440207,    水文與海洋科學研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,380103,    法律與政府研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,311025,    客家語文暨社會科學學系客家社會文化碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,311025,    客家語文暨社會科學學系客家語文碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,311025,    客家語文暨社會科學學系客家政治經濟碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,420103,    生命科學系碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,310510,    認知神經科學研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,碩士班,420604,    系統生物與生物資訊研究所碩士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,碩士班,521108,    生物醫學工程研究所碩士班,3,1,1,1,0,0,0,0
103,8,國立中央大學,D,,SUBT5,產業研發碩士專班           共計,2,1,0,1,0,0,0,0
103,8,國立中央大學,D,產業研發碩士專班,520188,    光電科學與工程學系光電產業碩士專班,2,1,0,1,0,0,0,0
103,8,國立中央大學,V,,SUBT3,碩士在職專班           共計,95,20,20,19,17,19,0,0
103,8,國立中央大學,V,碩士在職專班,220201,    中國文學系碩士在職專班,3,0,0,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,221101,    哲學研究所碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,220901,    歷史研究所碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,520106,    光電科學與工程學系碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,520301,    土木工程學系碩士在職專班,4,1,1,1,1,0,0,0
103,8,國立中央大學,V,碩士在職專班,520201,    機械工程學系碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,349927,    營建管理研究所碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,520901,    環境工程研究所碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,520911,    國際永續發展碩士在職專班,2,1,1,0,0,0,0,0
103,8,國立中央大學,V,碩士在職專班,349939,    管理學院高階主管企管碩士班,14,3,3,3,2,3,0,0
103,8,國立中央大學,V,碩士在職專班,340301,    企業管理學系碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,480109,    資訊管理學系碩士在職專班,2,1,1,0,0,0,0,0
103,8,國立中央大學,V,碩士在職專班,310104,    產業經濟研究所碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,349906,    工業管理研究所碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,349919,    人力資源管理研究所碩士在職專班,4,1,1,1,0,1,0,0
103,8,國立中央大學,V,碩士在職專班,340501,    財務金融學系碩士在職專班,4,1,1,1,0,1,0,0
103,8,國立中央大學,V,碩士在職專班,520101,    電機工程學系碩士在職專班,2,0,0,0,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,520114,    資訊工程學系碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,520126,    通訊工程學系碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,V,碩士在職專班,311025,    客家語文暨社會科學學系客家研究碩士在職專班,5,1,1,1,1,1,0,0
103,8,國立中央大學,D,,SUBT4,博士班           共計,236,35,37,34,31,34,35,30
103,8,國立中央大學,D,博士班,220201,    中國文學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,221101,    哲學研究所博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,140111,    學習與教學研究所博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,460101,    數學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,440301,    物理學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,440101,    化學學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,460201,    統計研究所博士班,4,0,1,1,0,1,1,0
103,8,國立中央大學,D,博士班,520106,    光電科學與工程學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,440601,    天文研究所博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,440301,    物理學系生物物理博士班,1,0,0,1,0,0,0,0
103,8,國立中央大學,D,博士班,520301,    土木工程學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,520201,    機械工程學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,520403,    化學工程與材料工程學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,349927,    營建管理研究所博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,520901,    環境工程研究所博士班,5,1,1,0,0,1,1,1
103,8,國立中央大學,D,博士班,520201,    機械工程學系光機電工程博士班,6,1,1,1,1,1,1,0
103,8,國立中央大學,D,博士班,521309,    能源工程研究所博士班,4,1,1,1,0,1,0,0
103,8,國立中央大學,D,博士班,520502,    材料科學與工程研究所博士班,6,1,1,1,1,1,1,0
103,8,國立中央大學,D,博士班,340301,    企業管理學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,480109,    資訊管理學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,310104,    產業經濟研究所博士班,4,0,0,1,0,1,1,1
103,8,國立中央大學,D,博士班,349906,    工業管理研究所博士班,5,1,1,0,1,0,1,1
103,8,國立中央大學,D,博士班,349919,    人力資源管理研究所博士班,6,1,1,0,1,1,1,1
103,8,國立中央大學,D,博士班,340501,    財務金融學系博士班,6,1,1,1,0,1,1,1
103,8,國立中央大學,D,博士班,310101,    經濟學系博士班,4,0,1,0,0,1,1,1
103,8,國立中央大學,D,博士班,520101,    電機工程學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,520114,    資訊工程學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,520126,    通訊工程學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,140805,    網路學習科技研究所博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,440401,    大氣科學學系大氣物理博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,440201,    地球科學學系地球物理博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,440603,    太空科學研究所博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,440204,    應用地質研究所博士班,5,0,0,1,1,1,1,1
103,8,國立中央大學,D,博士班,440207,    水文與海洋科學研究所博士班,4,1,1,1,0,0,1,0
103,8,國立中央大學,D,博士班,440213,    地球系統科學國際研究生博士學位學程,5,1,1,0,1,1,1,0
103,8,國立中央大學,D,博士班,311025,    客家語文暨社會科學學系客家研究博士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,博士班,420103,    生命科學系博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,310510,    認知神經科學研究所博士班,4,1,1,1,1,0,0,0
103,8,國立中央大學,D,博士班,420604,    系統生物與生物資訊研究所博士班,7,1,1,1,1,1,1,1
103,8,國立中央大學,D,博士班,521108,    生物醫學工程研究所博士班,2,1,1,0,0,0,0,0
