表4-1  科系別學生人數統計(依據104/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
104,8,國立中央大學,D,M,340201,    會計研究所碩士班,29,11,18,6,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,520101,    電機工程學系碩士班,271,232,39,98,18,90,17,40,2,4,2,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,520114,    資訊工程學系碩士班,232,184,48,84,24,85,22,15,1,0,1,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,520126,    通訊工程學系碩士班,118,95,23,40,11,34,10,19,2,2,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,140805,    網路學習科技研究所碩士班,39,23,16,12,7,8,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,520114,    資訊工程學系軟體工程碩士班,21,16,5,7,2,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,440401,    大氣科學學系大氣物理碩士班,53,38,15,19,8,16,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,440201,    地球科學學系地球物理碩士班,54,37,17,15,9,13,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,440603,    太空科學研究所碩士班,37,30,7,8,3,17,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,440204,    應用地質研究所碩士班,35,26,9,12,5,12,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,440207,    水文與海洋科學研究所碩士班,27,19,8,8,4,6,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,380103,    法律與政府研究所碩士班,43,14,29,4,10,6,7,2,6,2,6,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家社會文化碩士班,23,7,16,2,6,1,4,2,4,2,2,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家語文碩士班,27,11,16,4,6,2,0,3,3,2,7,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家政治經濟碩士班,21,9,12,4,6,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,420103,    生命科學系碩士班,67,44,23,15,14,12,6,13,2,4,1,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,310510,    認知神經科學研究所碩士班,16,5,11,3,4,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,420604,    生醫科學與工程學系系統生物與生物資訊碩士班,26,21,5,7,3,9,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,521108,    生醫科學與工程學系生物醫學工程碩士班,39,29,10,11,3,9,6,5,1,4,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,V,3,SUBT3,碩士在職專班           共計,1348,873,475,311,226,311,158,129,54,73,24,48,13,1,0,0,0,0,0,49,13
104,8,國立中央大學,V,M,220201,    中國文學系碩士在職專班,10,0,10,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4
104,8,國立中央大學,V,M,221101,    哲學研究所碩士在職專班,38,14,24,3,8,5,7,0,6,6,1,0,2,0,0,0,0,0,0,0,2
104,8,國立中央大學,V,M,220901,    歷史研究所碩士在職專班,62,30,32,7,14,8,10,7,4,3,4,4,0,1,0,0,0,0,0,5,0
104,8,國立中央大學,V,M,520106,    光電科學與工程學系碩士在職專班,57,52,5,17,2,20,1,9,2,5,0,1,0,0,0,0,0,0,0,1,0
104,8,國立中央大學,V,M,520301,    土木工程學系碩士在職專班,60,49,11,18,8,19,2,8,0,2,1,2,0,0,0,0,0,0,0,2,0
104,8,國立中央大學,V,M,520201,    機械工程學系碩士在職專班,93,89,4,22,1,22,1,25,2,11,0,9,0,0,0,0,0,0,0,9,0
104,8,國立中央大學,V,M,349927,    營建管理研究所碩士在職專班,60,46,14,11,5,18,5,10,3,6,1,1,0,0,0,0,0,0,0,1,0
104,8,國立中央大學,V,M,520901,    環境工程研究所碩士在職專班,69,54,15,19,7,21,4,6,4,5,0,3,0,0,0,0,0,0,0,3,0
104,8,國立中央大學,V,M,520911,    國際永續發展碩士在職專班,14,8,6,3,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,V,M,349939,    管理學院高階主管企管碩士班,202,148,54,68,29,67,21,3,2,6,1,4,1,0,0,0,0,0,0,4,1
104,8,國立中央大學,V,M,340301,    企業管理學系碩士在職專班,72,30,42,9,15,10,17,6,6,2,3,3,1,0,0,0,0,0,0,3,1
104,8,國立中央大學,V,M,480109,    資訊管理學系碩士在職專班,58,42,16,23,6,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,V,M,310104,    產業經濟研究所碩士在職專班,83,37,46,13,18,11,12,7,12,5,2,1,2,0,0,0,0,0,0,1,2
104,8,國立中央大學,V,M,349906,    工業管理研究所碩士在職專班,70,48,22,17,11,19,8,8,2,1,0,3,1,0,0,0,0,0,0,3,1
104,8,國立中央大學,V,M,349919,    人力資源管理研究所碩士在職專班,58,13,45,8,21,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,V,M,340501,    財務金融學系碩士在職專班,58,23,35,7,19,11,15,3,1,1,0,1,0,0,0,0,0,0,0,1,0
104,8,國立中央大學,V,M,340201,    會計研究所企業資源規劃會計碩士在職專班,19,8,11,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,V,M,520101,    電機工程學系碩士在職專班,6,5,1,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,4,1
104,8,國立中央大學,V,M,520114,    資訊工程學系碩士在職專班,95,79,16,23,8,24,3,17,3,10,2,5,0,0,0,0,0,0,0,5,0
104,8,國立中央大學,V,M,520126,    通訊工程學系碩士在職專班,79,75,4,24,2,22,1,15,1,9,0,5,0,0,0,0,0,0,0,5,0
104,8,國立中央大學,V,M,140805,    網路學習科技研究所碩士在職專班,18,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,V,M,311025,    客家語文暨社會科學學系客家研究碩士在職專班,67,14,53,2,28,5,15,5,6,0,3,2,1,0,0,0,0,0,0,2,1
104,8,國立中央大學,D,4,SUBT4,博士班           共計,1096,820,276,143,58,126,51,114,31,126,28,106,36,91,39,106,33,8,0,8,0
104,8,國立中央大學,D,D,220201,    中國文學系博士班,47,17,30,3,7,3,5,2,3,2,3,2,4,4,5,1,3,0,0,0,0
104,8,國立中央大學,D,D,221101,    哲學研究所博士班,44,20,24,3,5,1,4,1,4,6,2,3,3,1,2,2,4,3,0,3,0
104,8,國立中央大學,D,D,140111,    學習與教學研究所博士班,22,10,12,3,4,1,4,2,1,2,2,1,1,1,0,0,0,0,0,0,0
104,8,國立中央大學,D,D,460101,    數學系博士班,13,11,2,0,0,3,0,0,0,2,0,5,1,0,1,1,0,0,0,0,0
104,8,國立中央大學,D,D,440301,    物理學系博士班,50,38,12,6,2,8,2,7,1,6,3,6,1,3,1,2,2,0,0,0,0
104,8,國立中央大學,D,D,440101,    化學學系博士班,31,25,6,4,0,2,3,5,0,4,0,3,2,5,0,1,1,1,0,1,0
104,8,國立中央大學,D,D,460201,    統計研究所博士班,4,3,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
104,8,國立中央大學,D,D,520106,    光電科學與工程學系博士班,36,33,3,8,1,5,0,2,0,4,0,6,0,3,0,5,2,0,0,0,0
104,8,國立中央大學,D,D,440601,    天文研究所博士班,19,13,6,3,2,1,1,2,0,1,1,1,0,1,1,4,1,0,0,0,0
104,8,國立中央大學,D,D,440301,    物理學系生物物理博士班,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,D,520301,    土木工程學系博士班,35,30,5,6,0,4,2,3,1,6,0,5,2,2,0,4,0,0,0,0,0
104,8,國立中央大學,D,D,520201,    機械工程學系博士班,63,62,1,12,0,9,0,5,0,11,0,10,1,6,0,8,0,1,0,1,0
104,8,國立中央大學,D,D,520403,    化學工程與材料工程學系博士班,33,27,6,4,1,8,1,4,1,5,1,2,2,0,0,3,0,1,0,1,0
104,8,國立中央大學,D,D,349927,    營建管理研究所博士班,19,14,5,1,1,4,1,0,0,3,0,2,2,3,1,1,0,0,0,0,0
104,8,國立中央大學,D,D,520901,    環境工程研究所博士班,11,9,2,2,1,2,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0
104,8,國立中央大學,D,D,520201,    機械工程學系光機電工程博士班,7,7,0,1,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0
104,8,國立中央大學,D,D,521309,    能源工程研究所博士班,9,7,2,1,0,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0
104,8,國立中央大學,D,D,520502,    材料科學與工程研究所博士班,18,16,2,0,0,3,0,6,0,3,1,2,1,1,0,1,0,0,0,0,0
104,8,國立中央大學,D,D,340301,    企業管理學系博士班,109,71,38,19,6,14,9,13,5,9,4,4,5,5,5,7,4,0,0,0,0
104,8,國立中央大學,D,D,480109,    資訊管理學系博士班,32,26,6,4,0,3,2,2,0,2,0,2,1,4,2,8,1,1,0,1,0
104,8,國立中央大學,D,D,310104,    產業經濟研究所博士班,12,6,6,2,1,0,0,0,1,2,0,0,0,0,2,2,2,0,0,0,0
104,8,國立中央大學,D,D,349906,    工業管理研究所博士班,12,9,3,3,1,0,1,2,0,0,1,2,0,0,0,2,0,0,0,0,0
104,8,國立中央大學,D,D,349919,    人力資源管理研究所博士班,8,3,5,1,1,2,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
104,8,國立中央大學,D,D,340501,    財務金融學系博士班,11,7,4,0,0,2,0,1,0,1,0,0,0,2,4,1,0,0,0,0,0
104,8,國立中央大學,D,D,310101,    經濟學系博士班,8,4,4,1,0,0,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0
104,8,國立中央大學,D,D,520101,    電機工程學系博士班,79,71,8,9,2,6,4,13,0,11,1,10,0,13,0,9,1,0,0,0,0
104,8,國立中央大學,D,D,520114,    資訊工程學系博士班,89,76,13,13,2,12,2,7,2,16,3,10,0,9,2,9,2,0,0,0,0
104,8,國立中央大學,D,D,520126,    通訊工程學系博士班,25,21,4,1,0,1,1,2,0,5,0,3,0,2,1,6,2,1,0,1,0
104,8,國立中央大學,D,D,140805,    網路學習科技研究所博士班,28,21,7,3,1,5,3,3,0,2,0,4,2,3,1,1,0,0,0,0,0
104,8,國立中央大學,D,D,440401,    大氣科學學系大氣物理博士班,15,11,4,1,3,1,0,2,0,5,0,1,0,0,1,1,0,0,0,0,0
104,8,國立中央大學,D,D,440201,    地球科學學系地球物理博士班,21,15,6,1,0,3,0,3,1,1,2,3,0,2,3,2,0,0,0,0,0
104,8,國立中央大學,D,D,440603,    太空科學研究所博士班,29,25,4,2,1,4,0,3,2,2,1,6,0,3,0,5,0,0,0,0,0
104,8,國立中央大學,D,D,440204,    應用地質研究所博士班,10,8,2,1,0,0,0,0,0,1,0,2,0,3,0,1,2,0,0,0,0
104,8,國立中央大學,D,D,440207,    水文與海洋科學研究所博士班,9,8,1,3,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
104,8,國立中央大學,D,D,440213,    地球系統科學國際研究生博士學位學程,28,18,10,6,5,4,1,5,2,0,0,1,2,1,0,1,0,0,0,0,0
104,8,國立中央大學,D,D,311025,    客家語文暨社會科學學系客家研究博士班,16,8,8,1,4,3,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,D,420103,    生命科學系博士班,51,39,12,7,3,4,1,4,2,4,0,6,0,5,3,9,3,0,0,0,0
104,8,國立中央大學,D,D,310510,    認知神經科學研究所博士班,11,6,5,2,1,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,D,729912,    生醫科學與工程學系跨領域轉譯醫學博士班,7,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,D,420604,    生醫科學與工程學系系統生物與生物資訊博士班,21,16,5,0,1,1,0,4,0,3,0,1,2,2,2,5,0,0,0,0,0
104,8,國立中央大學,D,D,521108,    生醫科學與工程學系生物醫學工程博士班,3,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,9,SUBT5,產業研發碩士專班           共計,8,4,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,國立中央大學,D,M,520188,    光電科學與工程學系光電產業碩士專班,8,4,4,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
