1081(依據108/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
學年度,學校代碼,學校名稱,日夜別,等級別,科系代碼,科系名稱,學生數總計,,,一年級,,二年級,,三年級,,四年級,,五年級,,六年級,,七年級,,八年級,,延修生,
,,,,,,,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
YEAR,SCODE,SNAME,DNS,LEVEL,EDU_CODE,BNAME,T,M,F,M1,F1,M2,F2,M3,F3,M4,F4,M5,F5,M6,F6,M7,F7,M8,F8,M9,F9
108,8,國立中央大學,,,TOTAL,全校班級,11822,7663,4159,2324,1347,2323,1198,1414,784,1180,667,258,115,91,26,69,22,4,0,203,79
108,8,國立中央大學,D,1,SUBT1,學士班           共計,5956,3755,2201,878,545,909,551,919,534,890,518,134,52,24,1,0,0,1,0,159,53
108,8,國立中央大學,D,D,220201,    中國文學系,203,39,164,14,37,11,36,6,47,8,36,0,8,0,0,0,0,0,0,0,8
108,8,國立中央大學,D,D,220310,    英美語文學系,219,45,174,13,41,11,45,14,42,6,42,0,4,1,0,0,0,0,0,1,4
108,8,國立中央大學,D,D,220314,    法國語文學系,207,33,174,7,43,13,37,3,47,9,39,1,7,0,1,0,0,0,0,1,8
108,8,國立中央大學,D,D,460101,    數學系,311,245,66,58,18,56,18,65,11,48,17,15,2,3,0,0,0,0,0,18,2
108,8,國立中央大學,D,D,440301,    物理學系,199,164,35,39,8,37,13,38,5,41,9,8,0,1,0,0,0,0,0,9,0
108,8,國立中央大學,D,D,440101,    化學學系,166,95,71,17,19,25,17,26,16,24,19,3,0,0,0,0,0,0,0,3,0
108,8,國立中央大學,D,D,520106,    光電科學與工程學系,172,128,44,29,9,24,18,33,13,36,4,2,0,3,0,0,0,1,0,6,0
108,8,國立中央大學,D,D,449999,    理學院學士班,73,53,20,15,5,10,7,15,3,10,5,3,0,0,0,0,0,0,0,3,0
108,8,國立中央大學,D,D,520301,    土木工程學系,356,290,66,67,23,73,13,81,14,62,15,7,1,0,0,0,0,0,0,7,1
108,8,國立中央大學,D,D,520201,    機械工程學系,560,488,72,105,17,117,17,115,19,125,18,22,1,4,0,0,0,0,0,26,1
108,8,國立中央大學,D,D,520403,    化學工程與材料工程學系,203,138,65,28,16,32,16,39,15,37,18,1,0,1,0,0,0,0,0,2,0
108,8,國立中央大學,D,D,529999,    工學院學士班,49,41,8,20,5,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,D,340301,    企業管理學系,396,162,234,50,55,35,58,41,51,26,66,9,4,1,0,0,0,0,0,10,4
108,8,國立中央大學,D,D,480109,    資訊管理學系,418,231,187,62,41,56,46,54,45,53,51,5,4,1,0,0,0,0,0,6,4
108,8,國立中央大學,D,D,340501,    財務金融學系,257,109,148,28,29,23,41,24,41,29,34,5,3,0,0,0,0,0,0,5,3
108,8,國立中央大學,D,D,310101,    經濟學系,253,141,112,33,23,33,26,40,25,28,33,7,5,0,0,0,0,0,0,7,5
108,8,國立中央大學,D,D,520101,    電機工程學系,426,356,70,70,15,87,22,95,18,91,14,12,1,1,0,0,0,0,0,13,1
108,8,國立中央大學,D,D,520114,    資訊工程學系,446,340,106,62,25,79,21,82,31,98,28,17,1,2,0,0,0,0,0,19,1
108,8,國立中央大學,D,D,520126,    通訊工程學系,186,143,43,32,6,30,12,33,14,41,10,4,1,3,0,0,0,0,0,7,1
108,8,國立中央大學,D,D,520199,    資訊電機學院學士班,42,32,10,14,6,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,D,440401,    大氣科學學系,279,194,85,36,21,48,23,54,22,49,18,5,1,2,0,0,0,0,0,7,1
108,8,國立中央大學,D,D,440201,    地球科學學系,179,120,59,30,19,34,15,29,11,26,13,1,1,0,0,0,0,0,0,1,1
108,8,國立中央大學,D,D,,    地球科學學院學士班,16,7,9,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,D,311025,    客家語文暨社會科學學系,98,36,62,8,24,9,19,7,8,9,7,2,4,1,0,0,0,0,0,3,4
108,8,國立中央大學,D,D,420103,    生命科學系,152,82,70,25,17,19,13,17,18,16,18,5,4,0,0,0,0,0,0,5,4
108,8,國立中央大學,D,D,521116,    生醫科學與工程學系,90,43,47,9,14,8,11,8,18,18,4,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,2,SUBT2,碩士班           共計,3504,2324,1180,992,522,946,445,280,145,105,68,1,0,0,0,0,0,0,0,1,0
108,8,國立中央大學,D,M,449904,    遙測科技碩士學位學程,22,12,10,5,3,6,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,220201,    中國文學系碩士班,56,21,35,7,12,6,9,6,7,2,7,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,220310,    英美語文學系碩士班,30,10,20,2,7,3,5,2,7,3,1,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,220314,    法國語文學系碩士班,20,9,11,2,3,4,2,1,1,2,5,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,221101,    哲學研究所碩士班,30,16,14,3,5,5,2,4,6,4,1,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,220901,    歷史研究所碩士班,32,18,14,9,3,1,3,5,4,3,4,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,210701,    藝術學研究所碩士班,32,8,24,2,6,3,4,2,5,1,9,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,140111,    學習與教學研究所碩士班,30,7,23,1,7,4,7,2,6,0,3,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,229916,    亞際文化研究國際碩士學位學程(台灣聯合大學系統),14,3,11,1,4,1,3,0,1,1,3,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,460101,    數學系碩士班,65,44,21,21,8,17,10,6,3,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,440301,    物理學系碩士班,90,73,17,29,8,28,6,9,1,7,2,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,440101,    化學學系碩士班,135,82,53,36,31,37,20,9,2,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,460201,    統計研究所碩士班,44,34,10,19,4,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,520106,    光電科學與工程學系碩士班,159,141,18,55,11,56,4,24,2,6,1,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,440601,    天文研究所碩士班,24,15,9,8,6,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,440301,    物理學系生物物理碩士班,4,3,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,520106,    光電科學與工程學系照明與顯示科技碩士班,14,11,3,3,1,3,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,520301,    土木工程學系碩士班,216,161,55,77,27,63,19,16,8,4,1,1,0,0,0,0,0,0,0,1,0
108,8,國立中央大學,D,M,520201,    機械工程學系碩士班,249,220,29,89,13,87,11,31,4,13,1,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,520403,    化學工程與材料工程學系碩士班,137,96,41,42,25,49,13,4,2,1,1,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,520901,    環境工程研究所碩士班,87,50,37,18,11,14,15,11,10,7,1,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,520201,    機械工程學系光機電工程碩士班,61,57,4,24,1,22,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,521309,    能源工程研究所碩士班,53,46,7,20,3,16,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,520502,    材料科學與工程研究所碩士班,52,38,14,16,5,16,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,,    國際永續發展碩士學位學程,7,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,520527,    應用材料科學國際研究生碩士學位學程,4,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,,    土木工程學系營建管理碩士班,25,17,8,8,3,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,340301,    企業管理學系碩士班,129,52,77,21,37,25,31,4,9,2,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,480109,    資訊管理學系碩士班,120,71,49,36,26,34,21,0,1,1,1,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,310104,    產業經濟研究所碩士班,60,23,37,10,12,9,16,3,7,1,2,0,0,0,0,0,0,0,0,0,0
