年齡別別學生人數統計1081(依據108/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
學年度,學校代碼,學校名稱,日夜別,等級別,年級別,學生數總計,,,15歲以下,,16歲,,17歲,,18歲,,19歲,,20歲,,21歲,,22歲,,23歲,,24歲,,25歲,,26歲,,27歲,,28歲,,29歲,,30-34歲,,35-39歲,,40-44歲,,45-49歲,,50-59歲,,60歲以上,
,,,,,,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,,
YEAR,SCODE,SNAME,DNS,LEVEL,GRADE,T,M,F,M15,F15,M16,F16,M17,F17,M18,F18,M19,F19,M20,F20,M21,F21,M22,F22,M23,F23,M24,F24,M25,F25,M26,F26,M27,F27,M28,F28,M29,F29,M30,F30,M35,F35,M40,F40,M45,F45,M50,F50,M60,F60
108,8,國立中央大學,,,TOTAL,11822,7664,4158,0,0,0,0,3,0,714,450,897,544,901,538,848,498,881,456,854,402,517,227,277,149,169,85,128,66,96,65,112,47,405,188,271,154,226,92,182,101,147,83,35,14
108,8,國立中央大學,D,B,1,1423,878,545,0,0,0,0,3,0,710,443,139,87,19,8,3,5,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,B,2,1460,909,551,0,0,0,0,0,0,4,7,752,451,122,82,16,10,7,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,8,國立中央大學,D,B,3,1453,919,534,0,0,0,0,0,0,0,0,6,6,753,447,127,67,20,10,9,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
108,8,國立中央大學,D,B,4,1408,890,518,0,0,0,0,0,0,0,0,0,0,7,1,695,410,148,95,23,9,10,3,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,B,5,186,134,52,0,0,0,0,0,0,0,0,0,0,0,0,1,1,95,36,28,9,7,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,8,國立中央大學,D,B,6,25,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,5,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,B,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,B,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,1,1514,992,522,0,0,0,0,0,0,0,0,0,0,0,0,5,4,603,307,222,115,78,37,38,24,13,11,8,8,4,3,4,1,10,4,2,5,1,0,1,1,3,2,0,0
108,8,國立中央大學,D,M,2,1391,946,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,535,259,234,94,86,48,43,15,19,7,3,3,5,2,15,7,1,1,0,3,0,1,1,0,0,0
108,8,國立中央大學,D,M,3,425,280,145,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,148,75,65,30,27,9,8,8,8,5,4,3,8,4,3,2,3,2,1,3,3,0,0,2
108,8,國立中央大學,D,M,4,173,105,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,33,24,29,15,14,8,5,8,6,2,7,2,3,6,2,0,1,2,0,0,2,1
108,8,國立中央大學,D,M,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,8,國立中央大學,V,M,1,531,310,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,6,4,11,2,10,5,7,12,13,14,15,6,57,38,50,42,54,30,45,44,33,20,5,1
108,8,國立中央大學,V,M,2,484,333,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4,4,3,12,4,17,7,18,8,79,31,51,33,61,21,50,21,31,16,6,3
108,8,國立中央大學,V,M,3,155,99,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,3,28,13,29,5,9,7,17,6,4,13,3,1
108,8,國立中央大學,V,M,4,107,72,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,19,8,26,9,7,4,5,6,10,4,3,2
108,8,國立中央大學,V,M,5,66,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,8,9,1,8,2,3,9,3,1
108,8,國立中央大學,D,D,1,203,145,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,4,14,7,10,7,12,3,4,4,5,6,29,11,15,4,19,5,6,3,8,0,2,0
108,8,國立中央大學,D,D,2,186,135,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,4,10,4,12,9,9,3,9,3,11,1,28,12,17,7,10,3,8,1,7,4,1,0
108,8,國立中央大學,D,D,3,165,116,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,6,10,5,8,9,7,4,11,3,31,6,13,6,11,4,7,2,9,2,1,1
108,8,國立中央大學,D,D,4,159,113,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,19,1,12,9,14,7,25,11,10,10,6,1,9,4,6,2,1,0
108,8,國立中央大學,D,D,5,120,83,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,1,4,3,24,16,10,6,11,2,14,4,12,3,1,1
108,8,國立中央大學,D,D,6,92,67,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,9,1,17,9,11,3,8,4,3,0,9,7,5,1
108,8,國立中央大學,D,D,7,91,69,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,21,10,18,7,12,3,6,1,8,1,1,0
108,8,國立中央大學,D,D,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
108,8,國立中央大學,D,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,國立中央大學,D,M,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
