表5-1  畢業生人數統計,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
學年度,學校代碼,學校名稱,日夜別,等級別,科系代碼,科系名稱,畢業生計,,,本國籍學生,,僑 生,,外國籍學生,
,,,,,,,計,男,女,男,女,男,女,男,女
YEAR,SCODE,SNAME,DNS1,LEVEL,EDU_CODE,BNAME,T,M,F,M1,F1,M2,F2,M3,F3
103,8,國立中央大學,,,TOTAL,全校班級,3185,2187,998,2119,958,26,15,42,25
103,8,國立中央大學,,,SUBT1,學士班           共計,1365,917,448,900,433,16,14,1,1
103,8,國立中央大學,D,,220201,中國文學系,53,9,44,9,42,,2,,
103,8,國立中央大學,D,,220310,英美語文學系,57,16,41,16,40,,1,,
103,8,國立中央大學,D,,220314,法國語文學系,48,13,35,12,33,1,2,,
103,8,國立中央大學,D,,460101,數學系,51,35,16,35,15,,1,,
103,8,國立中央大學,D,,440301,物理學系,34,30,4,29,4,1,,,
103,8,國立中央大學,D,,440101,化學學系,41,27,14,27,14,,,,
103,8,國立中央大學,D,,520106,光電科學與工程學系,38,31,7,29,7,2,,,
103,8,國立中央大學,D,,449999,理學院學士班,18,17,1,17,1,,,,
103,8,國立中央大學,D,,520301,土木工程學系,111,95,16,92,16,3,,,
103,8,國立中央大學,D,,520201,機械工程學系,129,119,10,119,10,,,,
103,8,國立中央大學,D,,520403,化學工程與材料工程學系,60,39,21,38,21,1,,,
103,8,國立中央大學,D,,340301,企業管理學系,101,50,51,48,49,1,1,1,1
103,8,國立中央大學,D,,480109,資訊管理學系,101,59,42,59,41,,1,,
103,8,國立中央大學,D,,340501,財務金融學系,59,22,37,22,34,,3,,
103,8,國立中央大學,D,,310101,經濟學系,62,28,34,27,32,1,2,,
103,8,國立中央大學,D,,520101,電機工程學系,103,95,8,95,8,,,,
103,8,國立中央大學,D,,520114,資訊工程學系,98,83,15,80,15,3,,,
103,8,國立中央大學,D,,520126,通訊工程學系,47,36,11,36,11,,,,
103,8,國立中央大學,D,,440401,大氣科學學系,65,50,15,49,15,1,,,
103,8,國立中央大學,D,,440201,地球科學學系,50,39,11,37,11,2,,,
103,8,國立中央大學,D,,420103,生命科學系,39,24,15,24,14,,1,,
103,8,國立中央大學,,,SUBT2,碩士班           共計,1226,857,369,823,350,9,1,25,18
103,8,國立中央大學,D,,449904,遙測科技碩士學位學程,8,8,0,6,,,,2,
103,8,國立中央大學,D,,220201,中國文學系碩士班,14,6,8,5,6,,,1,2
103,8,國立中央大學,D,,220310,英美語文學系碩士班,9,2,7,2,7,,,,
103,8,國立中央大學,D,,220314,法國語文學系碩士班,2,0,2,,2,,,,
103,8,國立中央大學,D,,221101,哲學研究所碩士班,3,2,1,1,,1,,,1
103,8,國立中央大學,D,,220901,歷史研究所碩士班,5,4,1,4,1,,,,
103,8,國立中央大學,D,,210701,藝術學研究所碩士班,9,1,8,1,7,,,,1
103,8,國立中央大學,D,,140111,學習與教學研究所碩士班,6,0,6,,6,,,,
103,8,國立中央大學,D,,220201,中國文學系戲曲碩士班,2,0,2,,2,,,,
103,8,國立中央大學,D,,460101,數學系碩士班,22,17,5,15,5,1,,1,
103,8,國立中央大學,D,,440301,物理學系碩士班,25,19,6,18,6,1,,,
103,8,國立中央大學,D,,440101,化學學系碩士班,51,33,18,33,18,,,,
103,8,國立中央大學,D,,460201,統計研究所碩士班,22,11,11,11,11,,,,
103,8,國立中央大學,D,,520106,光電科學與工程學系碩士班,44,38,6,37,6,1,,,
103,8,國立中央大學,D,,440601,天文研究所碩士班,2,1,1,1,1,,,,
103,8,國立中央大學,D,,440301,物理學系生物物理碩士班,6,5,1,5,1,,,,
103,8,國立中央大學,D,,520106,光電科學與工程學系照明與顯示科技碩士班,9,8,1,8,1,,,,
103,8,國立中央大學,D,,520301,土木工程學系碩士班,82,68,14,66,13,,,2,1
103,8,國立中央大學,D,,520201,機械工程學系碩士班,87,80,7,77,7,1,,2,
103,8,國立中央大學,D,,520403,化學工程與材料工程學系碩士班,63,47,16,46,16,,,1,
103,8,國立中央大學,D,,349927,營建管理研究所碩士班,16,10,6,8,4,,,2,2
103,8,國立中央大學,D,,520901,環境工程研究所碩士班,25,9,16,9,16,,,,
103,8,國立中央大學,D,,520201,機械工程學系光機電工程碩士班,20,17,3,17,3,,,,
103,8,國立中央大學,D,,521309,能源工程研究所碩士班,16,15,1,13,,,,2,1
103,8,國立中央大學,D,,520502,材料科學與工程研究所碩士班,21,16,5,16,5,,,,
103,8,國立中央大學,D,,340301,企業管理學系碩士班,54,28,26,27,25,,,1,1
103,8,國立中央大學,D,,480109,資訊管理學系碩士班,55,33,22,31,22,2,,,
103,8,國立中央大學,D,,310104,產業經濟研究所碩士班,16,6,10,6,10,,,,
103,8,國立中央大學,D,,349906,工業管理研究所碩士班,24,11,13,10,13,,,1,
103,8,國立中央大學,D,,349919,人力資源管理研究所碩士班,23,6,17,5,15,,,1,2
103,8,國立中央大學,D,,340501,財務金融學系碩士班,23,12,11,10,11,,,2,
103,8,國立中央大學,D,,310101,經濟學系碩士班,11,8,3,8,2,,,,1
103,8,國立中央大學,D,,340201,會計研究所碩士班,14,7,7,7,5,,1,,1
103,8,國立中央大學,D,,520101,電機工程學系碩士班,113,100,13,99,12,,,1,1
103,8,國立中央大學,D,,520114,資訊工程學系碩士班,100,87,13,84,13,1,,2,
103,8,國立中央大學,D,,520126,通訊工程學系碩士班,44,39,5,37,5,,,2,
103,8,國立中央大學,D,,140805,網路學習科技研究所碩士班,14,8,6,8,6,,,,
103,8,國立中央大學,D,,520114,資訊工程學系軟體工程碩士班,7,7,0,7,,,,,
103,8,國立中央大學,D,,440401,大氣科學學系大氣物理碩士班,19,14,5,12,4,1,,1,1
103,8,國立中央大學,D,,440201,地球科學學系地球物理碩士班,24,11,13,11,11,,,,2
103,8,國立中央大學,D,,440603,太空科學研究所碩士班,18,16,2,16,2,,,,
103,8,國立中央大學,D,,440204,應用地質研究所碩士班,16,14,2,14,2,,,,
103,8,國立中央大學,D,,440207,水文與海洋科學研究所碩士班,6,3,3,3,3,,,,
103,8,國立中央大學,D,,380103,法律與政府研究所碩士班,11,5,6,5,6,,,,
103,8,國立中央大學,D,,311025,客家語文暨社會科學學系客家社會文化碩士班,6,2,4,2,4,,,,
103,8,國立中央大學,D,,311025,客家語文暨社會科學學系客家語文碩士班,5,0,5,,5,,,,
103,8,國立中央大學,D,,311025,客家語文暨社會科學學系客家政治經濟碩士班,13,1,12,1,11,,,,1
103,8,國立中央大學,D,,420103,生命科學系碩士班,19,9,10,9,10,,,,
103,8,國立中央大學,D,,310510,認知神經科學研究所碩士班,7,2,5,2,5,,,,
103,8,國立中央大學,D,,420604,系統生物與生物資訊研究所碩士班,6,4,2,3,2,,,1,
103,8,國立中央大學,D,,521108,生物醫學工程研究所碩士班,9,7,2,7,2,,,,
103,8,國立中央大學,,,SUBT3,碩士在職專班           共計,418,266,152,260,147,,,6,5
103,8,國立中央大學,V,,220201,中國文學系碩士在職專班,5,0,5,,5,,,,
103,8,國立中央大學,V,,221101,哲學研究所碩士在職專班,3,1,2,1,2,,,,
103,8,國立中央大學,V,,220901,歷史研究所碩士在職專班,15,5,10,5,10,,,,
103,8,國立中央大學,V,,520106,光電科學與工程學系碩士在職專班,11,10,1,10,1,,,,
103,8,國立中央大學,V,,520301,土木工程學系碩士在職專班,20,17,3,17,3,,,,
103,8,國立中央大學,V,,520201,機械工程學系碩士在職專班,19,19,0,19,,,,,
103,8,國立中央大學,V,,349927,營建管理研究所碩士在職專班,12,7,5,7,5,,,,
103,8,國立中央大學,V,,520901,環境工程研究所碩士在職專班,26,18,8,18,8,,,,
103,8,國立中央大學,V,,520911,國際永續發展碩士在職專班,11,6,5,,,,,6,5
103,8,國立中央大學,V,,349939,管理學院高階主管企管碩士班,90,64,26,64,26,,,,
103,8,國立中央大學,V,,340301,企業管理學系碩士在職專班,27,8,19,8,19,,,,
103,8,國立中央大學,V,,480109,資訊管理學系碩士在職專班,23,19,4,19,4,,,,
103,8,國立中央大學,V,,310104,產業經濟研究所碩士在職專班,16,11,5,11,5,,,,
103,8,國立中央大學,V,,349906,工業管理研究所碩士在職專班,18,12,6,12,6,,,,
103,8,國立中央大學,V,,349919,人力資源管理研究所碩士在職專班,25,10,15,10,15,,,,
103,8,國立中央大學,V,,340501,財務金融學系碩士在職專班,25,10,15,10,15,,,,
103,8,國立中央大學,V,,520101,電機工程學系碩士在職專班,9,8,1,8,1,,,,
103,8,國立中央大學,V,,520114,資訊工程學系碩士在職專班,17,14,3,14,3,,,,
103,8,國立中央大學,V,,520126,通訊工程學系碩士在職專班,24,24,0,24,,,,,
103,8,國立中央大學,V,,311025,客家語文暨社會科學學系客家研究碩士在職專班,22,3,19,3,19,,,,
103,8,國立中央大學,,,SUBT4,博士班           共計,172,144,28,133,27,1,0,10,1
103,8,國立中央大學,D,,220201,中國文學系博士班,5,2,3,2,3,,,,
103,8,國立中央大學,D,,221101,哲學研究所博士班,9,6,3,3,3,,,3,
103,8,國立中央大學,D,,140111,學習與教學研究所博士班,5,3,2,2,2,1,,,
103,8,國立中央大學,D,,460101,數學系博士班,2,1,1,1,1,,,,
103,8,國立中央大學,D,,440301,物理學系博士班,7,7,0,6,,,,1,
103,8,國立中央大學,D,,440101,化學學系博士班,5,5,0,4,,,,1,
103,8,國立中央大學,D,,520106,光電科學與工程學系博士班,12,12,0,12,,,,,
103,8,國立中央大學,D,,440601,天文研究所博士班,4,3,1,3,1,,,,
103,8,國立中央大學,D,,520301,土木工程學系博士班,12,10,2,9,2,,,1,
103,8,國立中央大學,D,,520201,機械工程學系博士班,18,18,0,18,,,,,
103,8,國立中央大學,D,,520403,化學工程與材料工程學系博士班,6,5,1,5,1,,,,
103,8,國立中央大學,D,,349927,營建管理研究所博士班,1,1,0,1,,,,,
103,8,國立中央大學,D,,520901,環境工程研究所博士班,2,1,1,1,1,,,,
103,8,國立中央大學,D,,520502,材料科學與工程研究所博士班,1,1,0,1,,,,,
103,8,國立中央大學,D,,340301,企業管理學系博士班,13,9,4,8,4,,,1,
103,8,國立中央大學,D,,480109,資訊管理學系博士班,9,8,1,8,1,,,,
103,8,國立中央大學,D,,310104,產業經濟研究所博士班,4,2,2,2,2,,,,
103,8,國立中央大學,D,,349906,工業管理研究所博士班,1,1,0,1,,,,,
103,8,國立中央大學,D,,349919,人力資源管理研究所博士班,3,1,2,1,2,,,,
103,8,國立中央大學,D,,340501,財務金融學系博士班,2,2,0,2,,,,,
103,8,國立中央大學,D,,310101,經濟學系博士班,1,0,1,,1,,,,
103,8,國立中央大學,D,,520101,電機工程學系博士班,17,16,1,16,1,,,,
103,8,國立中央大學,D,,520114,資訊工程學系博士班,10,10,0,9,,,,1,
103,8,國立中央大學,D,,520126,通訊工程學系博士班,1,1,0,1,,,,,
103,8,國立中央大學,D,,140805,網路學習科技研究所博士班,2,1,1,1,1,,,,
103,8,國立中央大學,D,,440401,大氣科學學系大氣物理博士班,2,1,1,1,,,,,1
103,8,國立中央大學,D,,440201,地球科學學系地球物理博士班,6,6,0,4,,,,2,
103,8,國立中央大學,D,,440603,太空科學研究所博士班,6,6,0,6,,,,,
103,8,國立中央大學,D,,440204,應用地質研究所博士班,1,1,0,1,,,,,
103,8,國立中央大學,D,,440213,地球系統科學國際研究生博士學位學程,1,1,0,1,,,,,
103,8,國立中央大學,D,,420103,生命科學系博士班,4,3,1,3,1,,,,
103,8,國立中央大學,,,SUBT5,產業研發碩士專班           共計,4,3,1,3,1,,,,
103,8,國立中央大學,D,,520188,光電科學與工程學系光電產業碩士專班,4,3,1,3,1,,,,
