表5-1  畢業生人數統計,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
學年度,學校代碼,學校名稱,日夜別,等級別,科系代碼,科系名稱,畢業生計,,,本國籍學生,,僑 生,,外國籍學生,
,,,,,,,計,男,女,男,女,男,女,男,女
YEAR,SCODE,SNAME,DNS1,LEVEL,EDU_CODE,BNAME,T,M,F,M1,F1,M2,F2,M3,F3
101,8,國立中央大學,,,TOTAL,全校班級,3376,2263,1113,2193,1067,27,20,43,26
101,8,國立中央大學,,,SUBT1,學士班           共計,1426,925,501,903,482,22,16,0,3
101,8,國立中央大學,D,B,220201,中國文學系,54,7,47,7,45,,1,,1
101,8,國立中央大學,D,B,220310,英美語文學系,49,8,41,8,40,,1,,
101,8,國立中央大學,D,B,220314,法國語文學系,54,7,47,7,45,,2,,
101,8,國立中央大學,D,B,460101,數學系,62,46,16,46,16,,,,
101,8,國立中央大學,D,B,440301,物理學系,48,42,6,42,6,,,,
101,8,國立中央大學,D,B,440101,化學學系,43,26,17,26,17,,,,
101,8,國立中央大學,D,B,420103,生命科學系,37,21,16,20,16,1,,,
101,8,國立中央大學,D,B,520106,光電科學與工程學系,41,34,7,32,7,2,,,
101,8,國立中央大學,D,B,449999,理學院學士班,12,10,2,10,2,,,,
101,8,國立中央大學,D,B,520301,土木工程學系,105,84,21,80,21,4,,,
101,8,國立中央大學,D,B,520201,機械工程學系,140,130,10,126,10,4,,,
101,8,國立中央大學,D,B,520403,化學工程與材料工程學系,57,38,19,38,17,,2,,
101,8,國立中央大學,D,B,340301,企業管理學系,107,42,65,40,62,2,2,,1
101,8,國立中央大學,D,B,480109,資訊管理學系,95,49,46,47,44,2,2,,
101,8,國立中央大學,D,B,340501,財務金融學系,69,28,41,27,38,1,2,,1
101,8,國立中央大學,D,B,310101,經濟學系,66,36,30,34,28,2,2,,
101,8,國立中央大學,D,B,520101,電機工程學系,108,91,17,91,17,,,,
101,8,國立中央大學,D,B,520114,資訊工程學系,110,91,19,89,19,2,,,
101,8,國立中央大學,D,B,520126,通訊工程學系,50,44,6,43,6,1,,,
101,8,國立中央大學,D,B,440401,大氣科學學系,73,60,13,59,11,1,2,,
101,8,國立中央大學,D,B,440201,地球科學學系,46,31,15,31,15,,,,
101,8,國立中央大學,,,SUBT2,碩士班           共計,1312,885,427,854,405,5,4,26,18
101,8,國立中央大學,D,M,449904,遙測科技碩士學位學程,6,4,2,4,2,,,,
101,8,國立中央大學,D,M,220201,中國文學系碩士班,8,3,5,2,4,,1,1,
101,8,國立中央大學,D,M,220310,英美語文學系碩士班,3,1,2,,2,,,1,
101,8,國立中央大學,D,M,220314,法國語文學系碩士班,6,1,5,1,5,,,,
101,8,國立中央大學,D,M,221101,哲學研究所碩士班,5,3,2,3,2,,,,
101,8,國立中央大學,D,M,220901,歷史研究所碩士班,11,5,6,4,6,1,,,
101,8,國立中央大學,D,M,210701,藝術學研究所碩士班,10,1,9,1,9,,,,
101,8,國立中央大學,D,M,140111,學習與教學研究所碩士班,4,0,4,,4,,,,
101,8,國立中央大學,D,M,220201,中國文學系戲曲碩士班,4,1,3,1,3,,,,
101,8,國立中央大學,D,M,460101,數學系碩士班,27,16,11,16,11,,,,
101,8,國立中央大學,D,M,440301,物理學系碩士班,35,30,5,30,5,,,,
101,8,國立中央大學,D,M,440101,化學學系碩士班,69,46,23,44,21,,,2,2
101,8,國立中央大學,D,M,420103,生命科學系碩士班,10,4,6,4,6,,,,
101,8,國立中央大學,D,M,460201,統計研究所碩士班,21,12,9,11,9,,,1,
101,8,國立中央大學,D,M,520106,光電科學與工程學系碩士班,58,53,5,52,4,,,1,1
101,8,國立中央大學,D,M,440601,天文研究所碩士班,7,4,3,4,3,,,,
101,8,國立中央大學,D,M,440301,物理學系生物物理碩士班,6,3,3,3,3,,,,
101,8,國立中央大學,D,M,520106,光電科學與工程學系照明與顯示科技碩士班,10,8,2,8,2,,,,
101,8,國立中央大學,D,M,420604,系統生物與生物資訊研究所碩士班,7,3,4,2,4,,,1,
101,8,國立中央大學,D,M,310510,認知神經科學研究所碩士班,6,1,5,1,5,,,,
101,8,國立中央大學,D,M,520301,土木工程學系碩士班,96,73,23,72,20,,,1,3
101,8,國立中央大學,D,M,520201,機械工程學系碩士班,90,87,3,84,3,,,3,
101,8,國立中央大學,D,M,520403,化學工程與材料工程學系碩士班,57,38,19,38,18,,,,1
101,8,國立中央大學,D,M,349927,營建管理研究所碩士班,9,7,2,7,1,,,,1
101,8,國立中央大學,D,M,520901,環境工程研究所碩士班,16,13,3,13,3,,,,
101,8,國立中央大學,D,M,520201,機械工程學系光機電工程碩士班,18,16,2,16,2,,,,
101,8,國立中央大學,D,M,521309,能源工程研究所碩士班,20,16,4,16,4,,,,
101,8,國立中央大學,D,M,520502,材料科學與工程研究所碩士班,22,18,4,17,4,,,1,
101,8,國立中央大學,D,M,521108,生物醫學工程研究所碩士班,9,7,2,6,2,1,,,
101,8,國立中央大學,D,M,340301,企業管理學系碩士班,59,26,33,25,32,1,1,,
101,8,國立中央大學,D,M,480109,資訊管理學系碩士班,54,29,25,27,25,2,,,
101,8,國立中央大學,D,M,310104,產業經濟研究所碩士班,23,8,15,8,15,,,,
101,8,國立中央大學,D,M,349906,工業管理研究所碩士班,31,23,8,23,7,,,,1
101,8,國立中央大學,D,M,349919,人力資源管理研究所碩士班,21,5,16,5,15,,,,1
101,8,國立中央大學,D,M,340501,財務金融學系碩士班,27,13,14,13,13,,1,,
101,8,國立中央大學,D,M,310101,經濟學系碩士班,14,10,4,9,2,,1,1,1
101,8,國立中央大學,D,M,340201,會計研究所碩士班,12,6,6,6,6,,,,
101,8,國立中央大學,D,M,340310,英語商業管理碩士學位學程,10,6,4,1,2,,,5,2
101,8,國立中央大學,D,M,520101,電機工程學系碩士班,109,90,19,90,19,,,,
101,8,國立中央大學,D,M,520114,資訊工程學系碩士班,105,76,29,71,27,,,5,2
101,8,國立中央大學,D,M,520126,通訊工程學系碩士班,46,30,16,29,15,,,1,1
101,8,國立中央大學,D,M,140805,網路學習科技研究所碩士班,16,9,7,9,7,,,,
101,8,國立中央大學,D,M,520114,資訊工程學系軟體工程碩士班,12,11,1,10,1,,,1,
101,8,國立中央大學,D,M,440402,大氣科學學系大氣物理碩士班,20,10,10,10,10,,,,
101,8,國立中央大學,D,M,440209,地球科學學系地球物理碩士班,20,13,7,12,5,,,1,2
101,8,國立中央大學,D,M,440603,太空科學研究所碩士班,21,15,6,15,6,,,,
101,8,國立中央大學,D,M,440204,應用地質研究所碩士班,16,12,4,12,4,,,,
101,8,國立中央大學,D,M,440207,水文與海洋科學研究所碩士班,4,4,0,4,,,,,
101,8,國立中央大學,D,M,310723,客家社會文化研究所碩士班,3,0,3,,3,,,,
101,8,國立中央大學,D,M,220103,客家語文研究所碩士班,12,4,8,4,8,,,,
101,8,國立中央大學,D,M,310403,客家政治經濟研究所碩士班,13,6,7,6,7,,,,
101,8,國立中央大學,D,M,380103,法律與政府研究所碩士班,14,5,9,5,9,,,,
101,8,國立中央大學,,,SUBT3,碩士在職專班           共計,452,299,153,296,150,,,3,3
101,8,國立中央大學,V,M,220201,中國文學系碩士在職專班,15,5,10,5,10,,,,
101,8,國立中央大學,V,M,221101,哲學研究所碩士在職專班,4,2,2,2,2,,,,
101,8,國立中央大學,V,M,220901,歷史研究所碩士在職專班,15,7,8,7,8,,,,
101,8,國立中央大學,V,M,520106,光電科學與工程學系碩士在職專班,10,8,2,8,2,,,,
101,8,國立中央大學,V,M,520301,土木工程學系碩士在職專班,32,28,4,28,4,,,,
101,8,國立中央大學,V,M,520201,機械工程學系碩士在職專班,16,16,0,16,,,,,
101,8,國立中央大學,V,M,349927,營建管理研究所碩士在職專班,9,5,4,5,4,,,,
101,8,國立中央大學,V,M,520901,環境工程研究所碩士在職專班,20,14,6,14,6,,,,
101,8,國立中央大學,V,M,520911,國際永續發展碩士在職專班,6,3,3,,,,,3,3
101,8,國立中央大學,V,M,349939,管理學院高階主管企管碩士班,79,62,17,62,17,,,,
101,8,國立中央大學,V,M,340301,企業管理學系碩士在職專班,24,9,15,9,15,,,,
101,8,國立中央大學,V,M,480109,資訊管理學系碩士在職專班,30,23,7,23,7,,,,
101,8,國立中央大學,V,M,310104,產業經濟研究所碩士在職專班,22,11,11,11,11,,,,
101,8,國立中央大學,V,M,349906,工業管理研究所碩士在職專班,27,19,8,19,8,,,,
101,8,國立中央大學,V,M,349919,人力資源管理研究所碩士在職專班,24,7,17,7,17,,,,
101,8,國立中央大學,V,M,340501,財務金融學系碩士在職專班,28,10,18,10,18,,,,
101,8,國立中央大學,V,M,520101,電機工程學系碩士在職專班,16,16,0,16,,,,,
101,8,國立中央大學,V,M,520114,資訊工程學系碩士在職專班,23,19,4,19,4,,,,
101,8,國立中央大學,V,M,520126,通訊工程學系碩士在職專班,26,25,1,25,1,,,,
101,8,國立中央大學,V,M,310403,客家研究碩士在職專班,26,10,16,10,16,,,,
101,8,國立中央大學,,,SUBT4,博士班           共計,183,151,32,137,30,,,14,2
101,8,國立中央大學,D,D,220201,中國文學系博士班,6,3,3,3,3,,,,
101,8,國立中央大學,D,D,221101,哲學研究所博士班,2,1,1,,1,,,1,
101,8,國立中央大學,D,D,140111,學習與教學研究所博士班,1,1,0,,,,,1,
101,8,國立中央大學,D,D,460101,數學系博士班,4,3,1,3,1,,,,
101,8,國立中央大學,D,D,440301,物理學系博士班,11,8,3,7,3,,,1,
101,8,國立中央大學,D,D,440101,化學學系博士班,7,7,0,4,,,,3,
101,8,國立中央大學,D,D,420103,生命科學系博士班,2,2,0,2,,,,,
101,8,國立中央大學,D,D,460201,統計研究所博士班,5,2,3,2,3,,,,
101,8,國立中央大學,D,D,520106,光電科學與工程學系博士班,7,5,2,5,2,,,,
101,8,國立中央大學,D,D,440601,天文研究所博士班,4,3,1,3,1,,,,
101,8,國立中央大學,D,D,420604,系統生物與生物資訊研究所博士班,4,3,1,2,1,,,1,
101,8,國立中央大學,D,D,520301,土木工程學系博士班,9,9,0,9,,,,,
101,8,國立中央大學,D,D,520201,機械工程學系博士班,17,16,1,15,1,,,1,
101,8,國立中央大學,D,D,520403,化學工程與材料工程學系博士班,9,9,0,9,,,,,
101,8,國立中央大學,D,D,520901,環境工程研究所博士班,1,0,1,,1,,,,
101,8,國立中央大學,D,D,520502,材料科學與工程研究所博士班,3,3,0,3,,,,,
101,8,國立中央大學,D,D,340301,企業管理學系博士班,16,13,3,11,2,,,2,1
101,8,國立中央大學,D,D,480109,資訊管理學系博士班,10,8,2,8,2,,,,
101,8,國立中央大學,D,D,310104,產業經濟研究所博士班,3,1,2,1,2,,,,
101,8,國立中央大學,D,D,349919,人力資源管理研究所博士班,2,0,2,,2,,,,
101,8,國立中央大學,D,D,340501,財務金融學系博士班,3,3,0,3,,,,,
101,8,國立中央大學,D,D,310101,經濟學系博士班,3,2,1,2,1,,,,
101,8,國立中央大學,D,D,520101,電機工程學系博士班,25,23,2,21,2,,,2,
101,8,國立中央大學,D,D,520114,資訊工程學系博士班,12,11,1,10,,,,1,1
101,8,國立中央大學,D,D,520126,通訊工程學系博士班,6,6,0,6,,,,,
101,8,國立中央大學,D,D,140805,網路學習科技研究所博士班,1,1,0,,,,,1,
101,8,國立中央大學,D,D,440402,大氣科學學系大氣物理博士班,1,1,0,1,,,,,
101,8,國立中央大學,D,D,440209,地球科學學系地球物理博士班,4,3,1,3,1,,,,
101,8,國立中央大學,D,D,440603,太空科學研究所博士班,5,4,1,4,1,,,,
101,8,國立中央大學,D,D,SUBT5,產業研發碩士專班           共計,3,3,0,3,0,,,,
101,8,國立中央大學,D,D,520188,光電科學與工程學系光電產業研發碩士專班,3,3,0,3,,,,,
