表4-1  科系別學生人數統計(依據102/3/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
學年度,學校代碼,學校名稱,日夜別,等級別,科系代碼,科系名稱,學生數總計,,,一年級,,二年級,,三年級,,四年級,,五年級,,六年級,,七年級,,延修生,
,,,,,,,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
YEAR,SCODE,SNAME,DNS,LEVEL,EDU_CODE,BNAME,T,M,F,M1,F1,M2,F2,M3,F3,M4,F4,M5,F5,M6,F6,M7,F7,M9,F9
101,8,國立中央大學,,,TOTAL,全校班級,11799,8114,3685,2437,1132,2379,1080,1441,683,1253,626,152,42,131,32,97,26,224,64
101,8,國立中央大學,,,SUBT1,學士班           共計,6034,4048,1986,986,494,1013,461,969,492,930,501,0,0,0,0,0,0,150,38
101,8,國立中央大學,D,D,220201,    中國文學系,229,41,188,12,43,12,41,8,46,5,51,0,0,0,0,0,0,4,7
101,8,國立中央大學,D,D,220310,    英美語文學系,226,46,180,16,42,13,47,7,44,7,41,0,0,0,0,0,0,3,6
101,8,國立中央大學,D,D,220314,    法國語文學系,218,42,176,4,48,13,40,16,35,7,48,0,0,0,0,0,0,2,5
101,8,國立中央大學,D,D,460101,    數學系,279,222,57,61,14,52,17,49,11,41,15,0,0,0,0,0,0,19,0
101,8,國立中央大學,D,D,440301,    物理學系,218,199,19,53,4,47,4,50,4,43,7,0,0,0,0,0,0,6,0
101,8,國立中央大學,D,D,440101,    化學學系,178,127,51,35,8,31,15,30,10,25,18,0,0,0,0,0,0,6,0
101,8,國立中央大學,D,D,420103,    生命科學系,163,95,68,23,19,26,13,19,18,23,16,0,0,0,0,0,0,4,2
101,8,國立中央大學,D,D,520106,    光電科學與工程學系,164,133,31,30,9,29,8,31,5,38,7,0,0,0,0,0,0,5,2
101,8,國立中央大學,D,D,449999,    理學院學士班,81,70,11,17,5,23,1,17,2,12,3,0,0,0,0,0,0,1,0
101,8,國立中央大學,D,D,520301,    土木工程學系,446,379,67,100,11,89,17,80,17,84,21,0,0,0,0,0,0,26,1
101,8,國立中央大學,D,D,520201,    機械工程學系,629,584,45,142,10,142,13,151,10,131,11,0,0,0,0,0,0,18,1
101,8,國立中央大學,D,D,520403,    化學工程與材料工程學系,230,160,70,39,15,40,20,42,17,36,18,0,0,0,0,0,0,3,0
101,8,國立中央大學,D,D,340301,    企業管理學系,444,188,256,41,67,56,51,42,69,45,66,0,0,0,0,0,0,4,3
101,8,國立中央大學,D,D,480109,    資訊管理學系,416,241,175,54,46,61,43,68,38,51,46,0,0,0,0,0,0,7,2
101,8,國立中央大學,D,D,340501,    財務金融學系,252,101,151,24,35,23,36,23,41,29,38,0,0,0,0,0,0,2,1
101,8,國立中央大學,D,D,310101,    經濟學系,261,127,134,27,32,34,33,28,36,35,29,0,0,0,0,0,0,3,4
101,8,國立中央大學,D,D,520101,    電機工程學系,434,385,49,86,13,98,9,95,11,96,16,0,0,0,0,0,0,10,0
101,8,國立中央大學,D,D,520114,    資訊工程學系,437,350,87,86,23,89,13,79,31,83,20,0,0,0,0,0,0,13,0
101,8,國立中央大學,D,D,520126,    通訊工程學系,210,173,37,46,6,39,11,42,15,42,5,0,0,0,0,0,0,4,0
101,8,國立中央大學,D,D,440401,    大氣科學學系,301,235,66,54,21,55,18,58,14,59,11,0,0,0,0,0,0,9,2
101,8,國立中央大學,D,D,440201,    地球科學學系,218,150,68,36,23,41,11,34,18,38,14,0,0,0,0,0,0,1,2
101,8,國立中央大學,,,SUBT2,碩士班           共計,3122,2120,1002,971,411,916,425,175,103,56,61,0,0,0,0,0,0,2,2
101,8,國立中央大學,D,M,449904,    遙測科技碩士學位學程,21,15,6,9,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0
