表4-1  科系別學生人數統計(依據104/03/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
103,8,國立中央大學,D,M,340201,    會計研究所碩士班,30,13,17,6,9,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,520101,    電機工程學系碩士班,264,233,31,98,16,99,11,32,4,4,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,520114,    資訊工程學系碩士班,222,185,37,84,22,96,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,520126,    通訊工程學系碩士班,108,90,18,37,11,45,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,140805,    網路學習科技研究所碩士班,34,18,16,8,9,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,520114,    資訊工程學系軟體工程碩士班,18,15,3,8,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,440401,    大氣科學學系大氣物理碩士班,45,32,13,17,8,13,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,440201,    地球科學學系地球物理碩士班,50,31,19,13,8,15,10,3,1,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,440603,    太空科學研究所碩士班,44,39,5,17,4,18,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0
103,8,國立中央大學,D,M,440204,    應用地質研究所碩士班,35,28,7,14,2,12,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,440207,    水文與海洋科學研究所碩士班,22,14,8,6,5,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,380103,    法律與政府研究所碩士班,38,15,23,6,7,4,7,2,6,3,3,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家社會文化碩士班,27,11,16,1,5,3,4,3,5,4,2,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家語文碩士班,19,5,14,2,0,2,4,1,7,0,2,0,1,0,0,0,0,0,0,0,1
103,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家政治經濟碩士班,25,7,18,6,4,0,10,0,2,1,2,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,420103,    生命科學系碩士班,53,39,14,11,8,21,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,310510,    認知神經科學研究所碩士班,14,3,11,1,5,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,420604,    系統生物與生物資訊研究所碩士班,23,19,4,9,2,6,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,521108,    生物醫學工程研究所碩士班,33,23,10,10,5,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,V,3,SUBT3,碩士在職專班           共計,1265,854,411,325,160,294,155,99,52,62,22,74,22,0,0,0,0,0,0,74,22
103,8,國立中央大學,V,M,220201,    中國文學系碩士在職專班,17,1,16,0,0,0,0,1,9,0,6,0,1,0,0,0,0,0,0,0,1
103,8,國立中央大學,V,M,221101,    哲學研究所碩士在職專班,34,11,23,5,8,0,8,4,3,1,2,1,2,0,0,0,0,0,0,1,2
103,8,國立中央大學,V,M,220901,    歷史研究所碩士在職專班,60,27,33,9,10,7,6,5,8,2,3,4,6,0,0,0,0,0,0,4,6
103,8,國立中央大學,V,M,520106,    光電科學與工程學系碩士在職專班,56,50,6,23,3,12,2,7,1,4,0,4,0,0,0,0,0,0,0,4,0
103,8,國立中央大學,V,M,520301,    土木工程學系碩士在職專班,55,49,6,23,2,19,2,3,2,2,0,2,0,0,0,0,0,0,0,2,0
103,8,國立中央大學,V,M,520201,    機械工程學系碩士在職專班,91,87,4,23,1,26,1,17,1,12,0,9,1,0,0,0,0,0,0,9,1
103,8,國立中央大學,V,M,349927,    營建管理研究所碩士在職專班,52,40,12,18,5,13,4,8,2,1,0,0,1,0,0,0,0,0,0,0,1
103,8,國立中央大學,V,M,520901,    環境工程研究所碩士在職專班,78,61,17,21,4,19,10,6,1,5,0,10,2,0,0,0,0,0,0,10,2
103,8,國立中央大學,V,M,520911,    國際永續發展碩士在職專班,18,11,7,5,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,V,M,349939,    管理學院高階主管企管碩士班,198,147,51,69,22,56,26,13,2,5,1,4,0,0,0,0,0,0,0,4,0
103,8,國立中央大學,V,M,340301,    企業管理學系碩士在職專班,67,29,38,11,17,13,13,2,7,1,1,2,0,0,0,0,0,0,0,2,0
103,8,國立中央大學,V,M,480109,    資訊管理學系碩士在職專班,53,39,14,19,10,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,V,M,310104,    產業經濟研究所碩士在職專班,64,31,33,11,13,12,10,4,4,3,4,1,2,0,0,0,0,0,0,1,2
103,8,國立中央大學,V,M,349906,    工業管理研究所碩士在職專班,62,46,16,20,7,18,8,1,0,3,1,4,0,0,0,0,0,0,0,4,0
103,8,國立中央大學,V,M,349919,    人力資源管理研究所碩士在職專班,59,17,42,6,22,11,17,0,2,0,0,0,1,0,0,0,0,0,0,0,1
103,8,國立中央大學,V,M,340501,    財務金融學系碩士在職專班,57,26,31,11,15,12,15,2,1,0,0,1,0,0,0,0,0,0,0,1,0
103,8,國立中央大學,V,M,520101,    電機工程學系碩士在職專班,21,19,2,0,0,0,0,0,0,4,1,15,1,0,0,0,0,0,0,15,1
103,8,國立中央大學,V,M,520114,    資訊工程學系碩士在職專班,87,77,10,25,3,23,4,14,1,6,1,9,1,0,0,0,0,0,0,9,1
103,8,國立中央大學,V,M,520126,    通訊工程學系碩士在職專班,70,68,2,20,1,21,1,10,0,11,0,6,0,0,0,0,0,0,0,6,0
103,8,國立中央大學,V,M,311025,    客家語文暨社會科學學系客家研究碩士在職專班,66,18,48,6,15,6,19,2,8,2,2,2,4,0,0,0,0,0,0,2,4
103,8,國立中央大學,D,4,SUBT4,博士班           共計,1116,861,255,153,57,118,33,139,35,124,34,106,39,101,27,113,30,7,0,7,0
103,8,國立中央大學,D,D,220201,    中國文學系博士班,41,15,26,3,2,1,5,3,4,2,4,4,5,1,3,1,3,0,0,0,0
103,8,國立中央大學,D,D,221101,    哲學研究所博士班,40,21,19,1,4,1,3,6,2,3,3,1,2,2,2,5,3,2,0,2,0
103,8,國立中央大學,D,D,140111,    學習與教學研究所博士班,21,10,11,1,4,2,1,1,2,4,0,1,2,1,0,0,2,0,0,0,0
103,8,國立中央大學,D,D,460101,    數學系博士班,16,13,3,3,0,1,0,2,0,6,1,0,1,0,0,1,1,0,0,0,0
103,8,國立中央大學,D,D,440301,    物理學系博士班,46,37,9,8,2,9,1,6,3,6,1,6,0,1,1,1,1,0,0,0,0
103,8,國立中央大學,D,D,440101,    化學學系博士班,31,25,6,4,2,5,1,4,0,4,2,5,0,1,1,2,0,0,0,0,0
103,8,國立中央大學,D,D,460201,    統計研究所博士班,3,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
103,8,國立中央大學,D,D,520106,    光電科學與工程學系博士班,39,36,3,7,1,5,0,3,0,8,0,6,0,4,1,3,1,0,0,0,0
103,8,國立中央大學,D,D,440601,    天文研究所博士班,18,12,6,1,2,2,0,1,1,1,0,1,1,2,0,4,2,0,0,0,0
103,8,國立中央大學,D,D,440301,    物理學系生物物理博士班,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,520301,    土木工程學系博士班,48,41,7,4,2,3,1,10,0,8,1,3,1,4,0,7,2,2,0,2,0
103,8,國立中央大學,D,D,520201,    機械工程學系博士班,84,83,1,16,0,7,0,12,0,11,0,9,1,6,0,22,0,0,0,0,0
103,8,國立中央大學,D,D,520403,    化學工程與材料工程學系博士班,34,28,6,8,1,4,1,6,1,5,3,0,0,2,0,3,0,0,0,0,0
103,8,國立中央大學,D,D,349927,    營建管理研究所博士班,19,14,5,3,1,2,1,2,0,3,2,2,1,1,0,1,0,0,0,0,0
103,8,國立中央大學,D,D,520901,    環境工程研究所博士班,11,9,2,2,0,2,0,0,1,0,0,2,0,2,0,1,1,0,0,0,0
103,8,國立中央大學,D,D,520201,    機械工程學系光機電工程博士班,7,7,0,1,0,1,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,521309,    能源工程研究所博士班,7,5,2,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,520502,    材料科學與工程研究所博士班,19,17,2,3,0,6,0,3,1,3,1,1,0,1,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,340301,    企業管理學系博士班,108,69,39,20,11,13,6,12,7,5,5,7,5,6,2,6,3,0,0,0,0
103,8,國立中央大學,D,D,480109,    資訊管理學系博士班,28,22,6,2,2,1,0,2,0,3,1,4,2,4,1,5,0,1,0,1,0
103,8,國立中央大學,D,D,310104,    產業經濟研究所博士班,11,5,6,0,0,0,0,2,1,0,0,0,0,1,2,2,3,0,0,0,0
103,8,國立中央大學,D,D,349906,    工業管理研究所博士班,9,8,1,0,1,3,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0
103,8,國立中央大學,D,D,349919,    人力資源管理研究所博士班,8,3,5,2,0,0,1,0,0,0,1,1,1,0,2,0,0,0,0,0,0
103,8,國立中央大學,D,D,340501,    財務金融學系博士班,14,10,4,2,0,1,0,2,0,0,0,2,3,1,1,2,0,0,0,0,0
103,8,國立中央大學,D,D,310101,    經濟學系博士班,9,5,4,0,0,2,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0
103,8,國立中央大學,D,D,520101,    電機工程學系博士班,89,82,7,9,4,9,0,16,1,9,1,14,0,14,1,11,0,0,0,0,0
103,8,國立中央大學,D,D,520114,    資訊工程學系博士班,94,79,15,11,4,8,2,14,4,9,0,12,1,11,2,14,2,0,0,0,0
103,8,國立中央大學,D,D,520126,    通訊工程學系博士班,26,23,3,1,2,1,0,4,0,4,0,2,1,7,0,4,0,0,0,0,0
103,8,國立中央大學,D,D,140805,    網路學習科技研究所博士班,29,22,7,7,3,4,0,2,0,4,1,3,2,1,0,1,1,0,0,0,0
103,8,國立中央大學,D,D,440401,    大氣科學學系大氣物理博士班,16,12,4,2,1,1,0,4,0,2,0,0,1,1,0,2,2,0,0,0,0
103,8,國立中央大學,D,D,440201,    地球科學學系地球物理博士班,27,20,7,3,0,3,2,1,2,4,0,2,3,4,0,2,0,1,0,1,0
103,8,國立中央大學,D,D,440603,    太空科學研究所博士班,33,28,5,4,2,1,2,4,1,6,0,4,0,6,0,3,0,0,0,0,0
103,8,國立中央大學,D,D,440204,    應用地質研究所博士班,10,8,2,0,0,0,0,1,0,2,0,3,0,2,2,0,0,0,0,0,0
103,8,國立中央大學,D,D,440207,    水文與海洋科學研究所博士班,8,7,1,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,440213,    地球系統科學國際研究生博士學位學程,19,14,5,6,1,5,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,311025,    客家語文暨社會科學學系客家研究博士班,13,8,5,3,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,420103,    生命科學系博士班,46,36,10,4,1,5,2,5,0,6,0,5,3,6,3,5,1,0,0,0,0
103,8,國立中央大學,D,D,310510,    認知神經科學研究所博士班,8,4,4,1,1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,420604,    系統生物與生物資訊研究所博士班,19,13,6,1,0,3,0,4,0,0,2,1,2,1,1,2,1,1,0,1,0
103,8,國立中央大學,D,D,521108,    生物醫學工程研究所博士班,5,4,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,D,729912,    跨領域轉譯醫學研究所博士班,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,9,SUBT5,產業研發碩士專班           共計,6,5,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,國立中央大學,D,M,520188,    光電科學與工程學系光電產業碩士專班,6,5,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
