1071(依據107/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
學年度,學校代碼,學校名稱,日夜別,等級別,科系代碼,科系名稱,學生數總計,,,一年級,,二年級,,三年級,,四年級,,五年級,,六年級,,七年級,,八年級,,延修生,
,,,,,,,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
YEAR,SCODE,SNAME,DNS,LEVEL,EDU_CODE,BNAME,T,M,F,M1,F1,M2,F2,M3,F3,M4,F4,M5,F5,M6,F6,M7,F7,M8,F8,M9,F9
107,8,國立中央大學,,,TOTAL,全校班級,11960,7867,4093,2460,1249,2278,1267,1496,776,1161,651,282,104,98,23,91,23,1,0,219,77
107,8,國立中央大學,D,1,SUBT1,學士班           共計,6057,3872,2185,931,558,956,535,917,524,907,512,137,52,22,4,2,0,0,0,161,56
107,8,國立中央大學,D,D,220201,    中國文學系,204,43,161,13,39,6,43,9,35,10,36,4,8,1,0,0,0,0,0,5,8
107,8,國立中央大學,D,D,220310,    英美語文學系,221,40,181,9,43,14,42,8,43,6,44,2,9,1,0,0,0,0,0,3,9
107,8,國立中央大學,D,D,220314,    法國語文學系,209,43,166,14,35,5,47,9,39,9,39,6,6,0,0,0,0,0,0,6,6
107,8,國立中央大學,D,D,460101,    數學系,310,245,65,58,18,70,11,48,17,52,16,15,3,1,0,1,0,0,0,17,3
107,8,國立中央大學,D,D,440301,    物理學系,209,177,32,36,10,46,6,41,9,45,6,9,0,0,1,0,0,0,0,9,1
107,8,國立中央大學,D,D,440101,    化學學系,167,105,62,24,17,27,16,24,19,27,10,2,0,1,0,0,0,0,0,3,0
107,8,國立中央大學,D,D,520106,    光電科學與工程學系,176,132,44,23,16,30,12,38,4,33,11,6,1,1,0,1,0,0,0,8,1
107,8,國立中央大學,D,D,449999,    理學院學士班,74,50,24,13,8,14,3,11,5,10,7,2,1,0,0,0,0,0,0,2,1
107,8,國立中央大學,D,D,520301,    土木工程學系,367,306,61,81,14,83,15,68,15,67,17,6,0,1,0,0,0,0,0,7,0
107,8,國立中央大學,D,D,520201,    機械工程學系,576,501,75,113,21,119,19,128,20,123,15,16,0,2,0,0,0,0,0,18,0
107,8,國立中央大學,D,D,520403,    化學工程與材料工程學系,206,140,66,30,16,39,15,38,18,30,16,3,1,0,0,0,0,0,0,3,1
107,8,國立中央大學,D,D,529999,    工學院學士班,26,21,5,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,D,340301,    企業管理學系,418,166,252,45,66,43,52,26,66,44,60,7,8,1,0,0,0,0,0,8,8
107,8,國立中央大學,D,D,480109,    資訊管理學系,420,233,187,57,47,57,47,55,52,55,37,8,4,1,0,0,0,0,0,9,4
107,8,國立中央大學,D,D,340501,    財務金融學系,263,106,157,23,38,24,42,30,36,25,39,3,2,1,0,0,0,0,0,4,2
107,8,國立中央大學,D,D,310101,    經濟學系,260,141,119,33,23,39,23,30,33,34,33,4,5,1,2,0,0,0,0,5,7
107,8,國立中央大學,D,D,520101,    電機工程學系,429,361,68,77,16,98,18,93,14,80,20,12,0,1,0,0,0,0,0,13,0
107,8,國立中央大學,D,D,520114,    資訊工程學系,471,368,103,80,22,84,31,100,27,96,23,7,0,1,0,0,0,0,0,8,0
107,8,國立中央大學,D,D,520126,    通訊工程學系,200,154,46,29,10,33,15,41,9,37,11,11,1,3,0,0,0,0,0,14,1
107,8,國立中央大學,D,D,520199,    資訊電機學院學士班,21,17,4,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,D,440401,    大氣科學學系,296,215,81,52,22,53,20,49,19,54,19,6,0,1,1,0,0,0,0,7,1
107,8,國立中央大學,D,D,440201,    地球科學學系,197,136,61,38,20,36,13,28,12,30,15,3,1,1,0,0,0,0,0,4,1
107,8,國立中央大學,D,D,311025,    客家語文暨社會科學學系,86,34,52,9,21,9,9,9,10,6,10,1,2,0,0,0,0,0,0,1,2
107,8,國立中央大學,D,D,420103,    生命科學系,162,88,74,25,16,18,18,16,18,22,22,4,0,3,0,0,0,0,0,7,0
107,8,國立中央大學,D,D,521116,    生醫科學與工程學系,89,50,39,11,11,9,18,18,4,12,6,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,2,SUBT2,碩士班           共計,3509,2349,1160,1019,479,922,471,320,139,88,71,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,449904,    遙測科技碩士學位學程,32,17,15,8,6,4,5,4,2,1,2,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,220201,    中國文學系碩士班,60,23,37,7,11,7,7,6,9,3,10,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,220310,    英美語文學系碩士班,24,8,16,3,5,2,7,1,0,2,4,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,220314,    法國語文學系碩士班,19,6,13,4,2,1,1,1,3,0,7,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,221101,    哲學研究所碩士班,25,15,10,5,3,4,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,220901,    歷史研究所碩士班,32,14,18,1,4,6,4,2,5,5,5,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,210701,    藝術學研究所碩士班,29,7,22,3,4,2,5,1,5,1,8,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,140111,    學習與教學研究所碩士班,34,6,28,4,8,2,9,0,5,0,6,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,229916,    亞際文化研究國際碩士學位學程(台灣聯合大學系統),13,4,9,1,2,1,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,460101,    數學系碩士班,67,42,25,17,11,15,8,8,5,2,1,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,440301,    物理學系碩士班,87,70,17,36,7,21,7,11,3,2,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,440101,    化學學系碩士班,130,82,48,39,22,37,25,6,1,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,460201,    統計研究所碩士班,52,38,14,16,7,19,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520106,    光電科學與工程學系碩士班,146,130,16,62,5,43,8,20,3,5,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,440601,    天文研究所碩士班,22,16,6,0,2,9,3,4,0,3,1,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,440301,    物理學系生物物理碩士班,4,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520106,    光電科學與工程學系照明與顯示科技碩士班,21,18,3,4,2,9,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520301,    土木工程學系碩士班,202,151,51,68,20,61,23,19,7,3,1,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520201,    機械工程學系碩士班,261,230,31,94,11,86,16,40,4,10,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520403,    化學工程與材料工程學系碩士班,139,102,37,53,14,45,18,3,5,1,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,349927,    營建管理研究所碩士班,32,20,12,10,6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520901,    環境工程研究所碩士班,79,44,35,14,15,16,12,11,6,3,2,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520201,    機械工程學系光機電工程碩士班,69,64,5,24,3,27,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,521309,    能源工程研究所碩士班,60,50,10,19,4,19,4,11,2,1,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520502,    材料科學與工程研究所碩士班,50,38,12,17,6,16,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,520527,    應用材料科學國際研究生碩士學位學程,6,4,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,340301,    企業管理學系碩士班,126,62,64,27,31,29,31,5,2,1,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,480109,    資訊管理學系碩士班,116,73,43,34,21,35,20,4,2,0,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,310104,    產業經濟研究所碩士班,61,27,34,10,16,11,14,4,3,2,1,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,349906,    工業管理研究所碩士班,72,41,31,19,17,16,12,4,2,2,0,0,0,0,0,0,0,0,0,0,0
107,8,國立中央大學,D,M,349919,    人力資源管理研究所碩士班,57,13,44,5,21,7,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0
