表4-1  科系別學生人數統計(依據102/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
學年度,學校代碼,學校名稱,日夜別,等級別,科系代碼,科系名稱,學生數總計,,,一年級,,二年級,,三年級,,四年級,,五年級,,六年級,,七年級,,八年級,,延修生,
,,,,,,,計,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女,男,女
YEAR,SCODE,SNAME,DNS,LEVEL,EDU_CODE,BNAME,T,M,F,M1,F1,M2,F2,M3,F3,M4,F4,M5,F5,M6,F6,M7,F7,M8,F8,M9,F9
102,8,國立中央大學,D,M,349906,    工業管理研究所碩士班,67,41,26,15,15,22,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,349919,    人力資源管理研究所碩士班,55,15,40,6,19,7,18,2,3,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,340501,    財務金融學系碩士班,57,29,28,16,11,11,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,310101,    經濟學系碩士班,31,21,10,9,5,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,340201,    會計研究所碩士班,29,15,14,8,7,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520101,    電機工程學系碩士班,273,234,39,102,14,86,21,41,4,5,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520114,    資訊工程學系碩士班,228,200,28,99,14,92,13,8,1,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520126,    通訊工程學系碩士班,109,91,18,51,6,33,11,6,1,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,140805,    網路學習科技研究所碩士班,36,24,12,10,7,12,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520114,    資訊工程學系軟體工程碩士班,18,16,2,7,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440402,    大氣科學學系大氣物理碩士班,59,45,14,17,4,16,8,9,2,3,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440209,    地球科學學系地球物理碩士班,53,36,17,17,9,15,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440603,    太空科學研究所碩士班,39,35,4,17,2,14,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440204,    應用地質研究所碩士班,34,26,8,13,3,10,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,440207,    水文與海洋科學研究所碩士班,18,15,3,5,2,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,380103,    法律與政府研究所碩士班,35,13,22,5,6,3,6,2,7,3,3,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家社會文化碩士班,33,18,15,4,5,3,5,5,2,6,3,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家語文碩士班,30,5,25,3,4,1,9,1,5,0,5,0,2,0,0,0,0,0,0,0,2
102,8,國立中央大學,D,M,311025,    客家語文暨社會科學學系客家政治經濟碩士班,25,4,21,0,11,3,4,1,3,0,3,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,V,3,SUBT3,碩士在職專班           共計,1378,925,453,322,177,305,173,131,58,99,23,66,22,2,0,0,0,0,0,68,22
102,8,國立中央大學,V,M,220201,    中國文學系碩士在職專班,33,4,29,0,0,1,8,1,11,2,5,0,5,0,0,0,0,0,0,0,5
102,8,國立中央大學,V,M,221101,    哲學研究所碩士在職專班,36,15,21,3,10,6,3,2,4,2,3,2,1,0,0,0,0,0,0,2,1
102,8,國立中央大學,V,M,220901,    歷史研究所碩士在職專班,59,29,30,7,6,9,16,5,4,1,3,7,1,0,0,0,0,0,0,7,1
102,8,國立中央大學,V,M,520106,    光電科學與工程學系碩士在職專班,43,39,4,14,2,8,2,10,0,6,0,1,0,0,0,0,0,0,0,1,0
102,8,國立中央大學,V,M,520301,    土木工程學系碩士在職專班,62,55,7,21,3,22,4,6,0,3,0,3,0,0,0,0,0,0,0,3,0
102,8,國立中央大學,V,M,520201,    機械工程學系碩士在職專班,102,96,6,28,1,25,3,23,0,14,1,6,1,0,0,0,0,0,0,6,1
102,8,國立中央大學,V,M,349927,    營建管理研究所碩士在職專班,49,36,13,14,7,11,4,7,1,1,0,3,1,0,0,0,0,0,0,3,1
102,8,國立中央大學,V,M,520901,    環境工程研究所碩士在職專班,80,60,20,18,10,22,6,6,1,6,0,8,3,0,0,0,0,0,0,8,3
102,8,國立中央大學,V,M,520911,    國際永續發展碩士在職專班,20,11,9,6,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0
102,8,國立中央大學,V,M,349939,    管理學院高階主管企管碩士班,197,149,48,60,27,73,19,11,1,3,1,2,0,0,0,0,0,0,0,2,0
102,8,國立中央大學,V,M,340301,    企業管理學系碩士在職專班,84,36,48,15,14,11,20,6,10,3,3,1,1,0,0,0,0,0,0,1,1
102,8,國立中央大學,V,M,480109,    資訊管理學系碩士在職專班,58,44,14,23,6,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,V,M,310104,    產業經濟研究所碩士在職專班,75,39,36,13,12,13,10,6,11,3,1,4,2,0,0,0,0,0,0,4,2
102,8,國立中央大學,V,M,349906,    工業管理研究所碩士在職專班,72,50,22,21,11,16,8,6,2,5,0,2,1,0,0,0,0,0,0,2,1
102,8,國立中央大學,V,M,349919,    人力資源管理研究所碩士在職專班,64,23,41,12,17,8,21,2,2,0,1,1,0,0,0,0,0,0,0,1,0
102,8,國立中央大學,V,M,340501,    財務金融學系碩士在職專班,54,25,29,13,16,11,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,V,M,520101,    電機工程學系碩士在職專班,36,34,2,0,0,1,0,1,1,23,1,8,0,1,0,0,0,0,0,9,0
102,8,國立中央大學,V,M,520114,    資訊工程學系碩士在職專班,99,85,14,23,4,24,4,19,3,13,1,6,2,0,0,0,0,0,0,6,2
102,8,國立中央大學,V,M,520126,    通訊工程學系碩士在職專班,80,76,4,25,1,12,0,18,1,9,0,11,2,1,0,0,0,0,0,12,2
102,8,國立中央大學,V,M,311025,    客家語文暨社會科學學系客家研究碩士在職專班,75,19,56,6,25,7,20,2,6,4,3,0,2,0,0,0,0,0,0,0,2
102,8,國立中央大學,D,4,SUBT4,博士班           共計,1262,988,274,155,50,146,40,149,44,140,41,146,29,134,39,108,30,10,1,10,1
102,8,國立中央大學,D,D,220201,    中國文學系博士班,51,20,31,1,4,4,5,2,5,5,5,3,2,5,3,0,7,0,0,0,0
102,8,國立中央大學,D,D,221101,    哲學研究所博士班,48,25,23,1,5,6,2,3,2,4,2,3,6,5,2,3,4,0,0,0,0
102,8,國立中央大學,D,D,140111,    學習與教學研究所博士班,26,13,13,2,2,2,2,3,2,2,2,1,0,3,4,0,1,0,0,0,0
102,8,國立中央大學,D,D,460101,    數學系博士班,19,15,4,1,0,3,1,6,1,0,1,2,0,2,1,1,0,0,0,0,0
102,8,國立中央大學,D,D,440301,    物理學系博士班,49,41,8,9,1,6,4,8,1,5,0,3,0,6,1,4,1,0,0,0,0
102,8,國立中央大學,D,D,440101,    化學學系博士班,31,27,4,6,0,3,0,5,2,6,1,3,1,3,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,420103,    生命科學系博士班,43,32,11,4,3,4,0,7,1,5,4,7,1,4,1,1,1,0,0,0,0
102,8,國立中央大學,D,D,460201,    統計研究所博士班,7,6,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,520106,    光電科學與工程學系博士班,58,55,3,9,0,6,0,9,0,6,0,9,1,9,2,7,0,0,0,0,0
102,8,國立中央大學,D,D,440601,    天文研究所博士班,21,16,5,2,1,2,1,1,0,1,1,2,0,3,2,5,0,0,0,0,0
102,8,國立中央大學,D,D,440301,    物理學系生物物理博士班,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,420604,    系統生物與生物資訊研究所博士班,24,17,7,4,0,3,0,0,2,2,2,2,1,2,2,4,0,0,0,0,0
102,8,國立中央大學,D,D,310510,    認知神經科學研究所博士班,7,4,3,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,520301,    土木工程學系博士班,63,56,7,5,1,8,0,12,2,5,1,8,1,5,1,10,1,3,0,3,0
102,8,國立中央大學,D,D,520201,    機械工程學系博士班,76,75,1,7,0,9,0,14,1,10,0,12,0,9,0,13,0,1,0,1,0
102,8,國立中央大學,D,D,520403,    化學工程與材料工程學系博士班,39,34,5,6,1,5,1,6,3,6,0,5,0,5,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,349927,    營建管理研究所博士班,15,12,3,5,1,1,0,0,1,1,1,2,0,2,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,520901,    環境工程研究所博士班,16,13,3,2,1,1,0,0,0,2,0,3,0,1,1,4,1,0,0,0,0
102,8,國立中央大學,D,D,520201,    機械工程學系光機電工程博士班,8,8,0,2,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,521309,    能源工程研究所博士班,6,5,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,520502,    材料科學與工程研究所博士班,17,15,2,7,0,3,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,521108,    生物醫學工程研究所博士班,4,1,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,340301,    企業管理學系博士班,115,74,41,18,7,15,8,12,8,10,4,5,6,10,6,4,2,0,0,0,0
102,8,國立中央大學,D,D,480109,    資訊管理學系博士班,45,37,8,2,0,3,0,3,2,4,2,7,2,9,1,7,1,2,0,2,0
102,8,國立中央大學,D,D,310104,    產業經濟研究所博士班,14,8,6,0,0,2,1,0,0,1,1,2,0,1,1,2,3,0,0,0,0
102,8,國立中央大學,D,D,349906,    工業管理研究所博士班,11,9,2,2,1,0,0,1,1,0,0,3,0,2,0,1,0,0,0,0,0
102,8,國立中央大學,D,D,349919,    人力資源管理研究所博士班,15,5,10,0,3,0,0,1,1,1,1,1,1,2,2,0,2,0,0,0,0
102,8,國立中央大學,D,D,340501,    財務金融學系博士班,13,10,3,1,0,2,0,0,0,2,3,1,0,2,0,2,0,0,0,0,0
102,8,國立中央大學,D,D,310101,    經濟學系博士班,15,8,7,1,0,1,0,0,0,1,2,3,1,1,2,1,1,0,1,0,1
102,8,國立中央大學,D,D,520101,    電機工程學系博士班,106,101,5,16,0,14,2,12,1,19,0,17,1,11,1,11,0,1,0,1,0
102,8,國立中央大學,D,D,520114,    資訊工程學系博士班,117,103,14,15,5,15,4,12,0,17,1,13,2,13,1,17,1,1,0,1,0
102,8,國立中央大學,D,D,520126,    通訊工程學系博士班,33,29,4,1,1,6,0,4,0,4,1,5,0,7,1,1,1,1,0,1,0
102,8,國立中央大學,D,D,140805,    網路學習科技研究所博士班,25,21,4,4,2,3,0,4,1,3,1,2,0,2,0,3,0,0,0,0,0
102,8,國立中央大學,D,D,440402,    大氣科學學系大氣物理博士班,18,13,5,1,0,4,0,2,0,1,2,2,0,2,2,1,1,0,0,0,0
102,8,國立中央大學,D,D,440209,    地球科學學系地球物理博士班,30,21,9,4,2,1,2,4,0,3,3,6,0,1,0,2,2,0,0,0,0
102,8,國立中央大學,D,D,440603,    太空科學研究所博士班,35,29,6,3,2,4,3,6,0,4,0,6,0,5,1,0,0,1,0,1,0
102,8,國立中央大學,D,D,440204,    應用地質研究所博士班,12,9,3,0,0,1,0,2,0,3,0,3,2,0,1,0,0,0,0,0,0
102,8,國立中央大學,D,D,440207,    水文與海洋科學研究所博士班,5,5,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,440213,    地球系統科學國際研究生博士學位學程,15,10,5,5,2,0,0,1,3,2,0,2,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,D,311025,    客家語文暨社會科學學系客家研究博士班,9,5,4,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,9,SUBT5,產業研發碩士專班           共計,10,8,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,國立中央大學,D,M,520188,    光電科學與工程學系光電產業碩士專班,10,8,2,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
