1101(依據110/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
代碼,學年度,學期,學院代碼,學院,單位代碼,校區,單位,學制代碼,學制班別,班次,學籍分組,年級,正式學籍之在學學生總人數男,正式學籍之在學學生總人數女,轉學生男,轉學生女,補充說明,各學制,女,男,總計
1174,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,,,2,57,11,0,0,,,,,
1174,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,,,3,15,3,0,0,,,,,
1174,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,,,4,6,1,0,0,,,,,
1174,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,,,5,1,0,0,0,,,,,
1174,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,,,6,0,0,0,0,,,,,
9935,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,照明與顯示科技碩士班,,1,4,1,0,0,,,,,
9935,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,照明與顯示科技碩士班,,2,4,0,0,0,,,,,
9935,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,照明與顯示科技碩士班,,3,1,0,0,0,,,,,
9935,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,照明與顯示科技碩士班,,4,1,0,0,0,,,,,
9935,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,照明與顯示科技碩士班,,5,0,0,0,0,,,,,
9935,110,1,68,理學院,535,校本部,光電科學與工程學系,m1,碩士班,照明與顯示科技碩士班,,6,0,0,0,0,,,,,
5470,110,1,68,理學院,535,校本部,光電科學與工程學系,u1,學士班,,,1,28,16,0,0,,,,,
5470,110,1,68,理學院,535,校本部,光電科學與工程學系,u1,學士班,,,2,31,11,3,1,,,,,
5470,110,1,68,理學院,535,校本部,光電科學與工程學系,u1,學士班,,,3,31,11,1,0,,,,,
5470,110,1,68,理學院,535,校本部,光電科學與工程學系,u1,學士班,,,4,25,17,0,0,,,,,
5470,110,1,68,理學院,535,校本部,光電科學與工程學系,u1,學士班,,,5,5,1,0,0,,,,,
5470,110,1,68,理學院,535,校本部,光電科學與工程學系,u1,學士班,,,6,2,0,0,0,,,,,
5470,110,1,68,理學院,535,校本部,光電科學與工程學系,u1,學士班,,,7,0,0,0,0,,,,,
5470,110,1,68,理學院,535,校本部,光電科學與工程學系,u1,學士班,,,8,0,0,0,0,,,,,
7072,110,1,68,理學院,2778,校本部,光電科學與工程學系光電產業碩士專班,m1,碩士班,,,1,0,0,0,0,,,,,
7072,110,1,68,理學院,2778,校本部,光電科學與工程學系光電產業碩士專班,m1,碩士班,,,2,0,0,0,0,,,,,
7072,110,1,68,理學院,2778,校本部,光電科學與工程學系光電產業碩士專班,m1,碩士班,,,3,0,0,0,0,,,,,
7072,110,1,68,理學院,2778,校本部,光電科學與工程學系光電產業碩士專班,m1,碩士班,,,4,0,0,0,0,,,,,
7072,110,1,68,理學院,2778,校本部,光電科學與工程學系光電產業碩士專班,m1,碩士班,,,5,0,0,0,0,,,,,
10041,110,1,68,理學院,5658,校本部,光電博士學位學程(台灣聯合大學系統),d1,博士班,,,1,0,0,0,0,,,,,
10041,110,1,68,理學院,5658,校本部,光電博士學位學程(台灣聯合大學系統),d1,博士班,,,2,0,0,0,0,,,,,
10041,110,1,68,理學院,5658,校本部,光電博士學位學程(台灣聯合大學系統),d1,博士班,,,3,0,1,0,0,,,,,
10041,110,1,68,理學院,5658,校本部,光電博士學位學程(台灣聯合大學系統),d1,博士班,,,4,0,0,0,0,,,,,
10041,110,1,68,理學院,5658,校本部,光電博士學位學程(台灣聯合大學系統),d1,博士班,,,5,0,0,0,0,,,,,
10041,110,1,68,理學院,5658,校本部,光電博士學位學程(台灣聯合大學系統),d1,博士班,,,6,0,0,0,0,,,,,
10041,110,1,68,理學院,5658,校本部,光電博士學位學程(台灣聯合大學系統),d1,博士班,,,7,0,0,0,0,,,,,
10041,110,1,68,理學院,5658,校本部,光電博士學位學程(台灣聯合大學系統),d1,博士班,,,8,0,0,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,1,10,2,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,2,6,1,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,3,5,3,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,4,8,3,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,5,4,1,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,6,5,3,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,7,1,0,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,8,1,0,0,0,,,,,
1166,110,1,68,理學院,532,校本部,物理學系,d1,博士班,,,9,0,0,0,0,,,,,
10047,110,1,68,理學院,532,校本部,物理學系,d1,博士班,生物物理博士班,,9,0,0,0,0,,,,,
1167,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,,,1,31,6,0,0,,,,,
1167,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,,,2,21,3,0,0,,,,,
1167,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,,,3,15,3,0,0,,,,,
1167,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,,,4,2,0,0,0,,,,,
1167,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,,,5,6,0,0,0,,,,,
1167,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,,,6,0,0,0,0,,,,,
9931,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,生物物理碩士班,,3,0,1,0,0,,,,,
9931,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,生物物理碩士班,,4,1,0,0,0,,,,,
9931,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,生物物理碩士班,,5,0,0,0,0,,,,,
9931,110,1,68,理學院,532,校本部,物理學系,m1,碩士班,生物物理碩士班,,6,0,0,0,0,,,,,
1165,110,1,68,理學院,532,校本部,物理學系,u1,學士班,,,1,37,10,0,0,,,,,
1165,110,1,68,理學院,532,校本部,物理學系,u1,學士班,,,2,34,11,1,0,,,,,
1165,110,1,68,理學院,532,校本部,物理學系,u1,學士班,,,3,35,8,0,0,,,,,
1165,110,1,68,理學院,532,校本部,物理學系,u1,學士班,,,4,37,11,0,0,,,,,
1165,110,1,68,理學院,532,校本部,物理學系,u1,學士班,,,5,9,1,0,0,,,,,
1165,110,1,68,理學院,532,校本部,物理學系,u1,學士班,,,6,1,0,0,0,,,,,
1165,110,1,68,理學院,532,校本部,物理學系,u1,學士班,,,7,1,0,0,0,,,,,
1165,110,1,68,理學院,532,校本部,物理學系,u1,學士班,,,8,0,0,0,0,,,,,
7077,110,1,68,理學院,2811,校本部,理學院學士班,u1,學士班,,,1,14,7,0,0,,,,,
7077,110,1,68,理學院,2811,校本部,理學院學士班,u1,學士班,,,2,12,8,0,0,,,,,
7077,110,1,68,理學院,2811,校本部,理學院學士班,u1,學士班,,,3,10,3,0,0,,,,,
7077,110,1,68,理學院,2811,校本部,理學院學士班,u1,學士班,,,4,9,7,0,0,,,,,
7077,110,1,68,理學院,2811,校本部,理學院學士班,u1,學士班,,,5,3,0,0,0,,,,,
7077,110,1,68,理學院,2811,校本部,理學院學士班,u1,學士班,,,6,0,0,0,0,,,,,
7077,110,1,68,理學院,2811,校本部,理學院學士班,u1,學士班,,,7,0,0,0,0,,,,,
7077,110,1,68,理學院,2811,校本部,理學院學士班,u1,學士班,,,8,0,0,0,0,,,,,
1175,110,1,68,理學院,536,校本部,統計研究所,d1,博士班,,,1,1,0,0,0,,,,,
1175,110,1,68,理學院,536,校本部,統計研究所,d1,博士班,,,2,0,1,0,0,,,,,
1175,110,1,68,理學院,536,校本部,統計研究所,d1,博士班,,,3,1,0,0,0,,,,,
1175,110,1,68,理學院,536,校本部,統計研究所,d1,博士班,,,4,0,0,0,0,,,,,
1175,110,1,68,理學院,536,校本部,統計研究所,d1,博士班,,,5,0,0,0,0,,,,,
1175,110,1,68,理學院,536,校本部,統計研究所,d1,博士班,,,6,0,0,0,0,,,,,
1175,110,1,68,理學院,536,校本部,統計研究所,d1,博士班,,,7,0,1,0,0,,,,,
1175,110,1,68,理學院,536,校本部,統計研究所,d1,博士班,,,8,0,0,0,0,,,,,
1176,110,1,68,理學院,536,校本部,統計研究所,m1,碩士班,,,1,17,7,0,0,,,,,
1176,110,1,68,理學院,536,校本部,統計研究所,m1,碩士班,,,2,13,9,0,0,,,,,
1176,110,1,68,理學院,536,校本部,統計研究所,m1,碩士班,,,3,1,0,0,0,,,,,
1176,110,1,68,理學院,536,校本部,統計研究所,m1,碩士班,,,4,0,0,0,0,,,,,
1176,110,1,68,理學院,536,校本部,統計研究所,m1,碩士班,,,5,0,0,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,1,2,0,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,2,2,0,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,3,0,0,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,4,0,2,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,5,1,1,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,6,0,0,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,7,0,0,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,8,1,0,0,0,,,,,
1163,110,1,68,理學院,531,校本部,數學系,d1,博士班,,,9,0,0,0,0,,,,,
1164,110,1,68,理學院,531,校本部,數學系,m1,碩士班,,,1,19,3,0,0,,,,,
1164,110,1,68,理學院,531,校本部,數學系,m1,碩士班,,,2,18,6,0,0,,,,,
1164,110,1,68,理學院,531,校本部,數學系,m1,碩士班,,,3,7,2,0,0,,,,,
1164,110,1,68,理學院,531,校本部,數學系,m1,碩士班,,,4,1,1,0,0,,,,,
1164,110,1,68,理學院,531,校本部,數學系,m1,碩士班,,,5,2,0,0,0,,,,,
1164,110,1,68,理學院,531,校本部,數學系,m1,碩士班,,,6,0,0,0,0,,,,,
1162,110,1,68,理學院,531,校本部,數學系,u1,學士班,,,2,1,0,0,0,,,,,
1162,110,1,68,理學院,531,校本部,數學系,u1,學士班,,,3,1,1,0,0,,,,,
1162,110,1,68,理學院,531,校本部,數學系,u1,學士班,,,4,48,16,0,0,,,,,
1162,110,1,68,理學院,531,校本部,數學系,u1,學士班,,,5,27,0,0,0,,,,,
1162,110,1,68,理學院,531,校本部,數學系,u1,學士班,,,6,1,0,0,0,,,,,
1162,110,1,68,理學院,531,校本部,數學系,u1,學士班,,,7,0,0,0,0,,,,,
1162,110,1,68,理學院,531,校本部,數學系,u1,學士班,,,8,1,0,0,0,,,,,
14697,110,1,68,理學院,531,校本部,數學系,u1,學士班,,數學科學組,1,31,8,0,0,,,,,
14697,110,1,68,理學院,531,校本部,數學系,u1,學士班,,數學科學組,2,19,18,1,1,,,,,
14697,110,1,68,理學院,531,校本部,數學系,u1,學士班,,數學科學組,3,20,7,0,0,,,,,
14698,110,1,68,理學院,531,校本部,數學系,u1,學士班,,計算與資料科學組,1,27,13,0,0,,,,,
14698,110,1,68,理學院,531,校本部,數學系,u1,學士班,,計算與資料科學組,2,33,10,1,0,,,,,
14698,110,1,68,理學院,531,校本部,數學系,u1,學士班,,計算與資料科學組,3,27,5,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,1,2,1,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,2,3,0,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,3,1,0,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,4,2,0,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,5,4,0,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,6,1,0,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,7,1,1,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,8,1,0,0,0,,,,,
1238,110,1,71,資訊電機學院,558,校本部,通訊工程學系,d1,博士班,,,9,0,0,0,0,,,,,
1240,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m2,碩士在職專班,,,1,30,1,0,0,,,,,
1240,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m2,碩士在職專班,,,2,26,4,0,0,,,,,
1240,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m2,碩士在職專班,,,3,18,3,0,0,,,,,
1240,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m2,碩士在職專班,,,4,14,0,0,0,,,,,
1240,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m2,碩士在職專班,,,5,8,1,0,0,,,,,
1240,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m2,碩士在職專班,,,6,5,0,0,0,,,,,
1239,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m1,碩士班,,,1,50,16,0,0,,,,,
1239,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m1,碩士班,,,2,46,12,0,0,,,,,
1239,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m1,碩士班,,,3,11,2,0,0,,,,,
1239,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m1,碩士班,,,4,4,0,0,0,,,,,
1239,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m1,碩士班,,,5,1,0,0,0,,,,,
1239,110,1,71,資訊電機學院,558,校本部,通訊工程學系,m1,碩士班,,,6,0,0,0,0,,,,,
1237,110,1,71,資訊電機學院,558,校本部,通訊工程學系,u1,學士班,,,1,27,18,0,0,,,,,
1237,110,1,71,資訊電機學院,558,校本部,通訊工程學系,u1,學士班,,,2,37,13,0,2,,,,,
1237,110,1,71,資訊電機學院,558,校本部,通訊工程學系,u1,學士班,,,3,34,10,1,1,,,,,
1237,110,1,71,資訊電機學院,558,校本部,通訊工程學系,u1,學士班,,,4,33,12,0,0,,,,,
1237,110,1,71,資訊電機學院,558,校本部,通訊工程學系,u1,學士班,,,5,1,1,0,0,,,,,
1237,110,1,71,資訊電機學院,558,校本部,通訊工程學系,u1,學士班,,,6,0,0,0,0,,,,,
1237,110,1,71,資訊電機學院,558,校本部,通訊工程學系,u1,學士班,,,7,0,0,0,0,,,,,
1237,110,1,71,資訊電機學院,558,校本部,通訊工程學系,u1,學士班,,,8,0,0,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,1,14,3,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,2,12,6,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,3,5,1,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,4,6,5,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,5,9,4,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,6,6,1,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,7,2,1,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,8,1,0,0,0,,,,,
1234,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,,,9,0,0,0,0,,,,,
14700,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,產業博士班,,1,0,0,0,0,,,,,
14700,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,產業博士班,,2,0,0,0,0,,,,,
14700,110,1,71,資訊電機學院,557,校本部,資訊工程學系,d1,博士班,產業博士班,,3,0,0,0,0,,,,,
1236,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m2,碩士在職專班,,,1,25,7,0,0,,,,,
1236,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m2,碩士在職專班,,,2,22,6,0,0,,,,,
1236,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m2,碩士在職專班,,,3,14,3,0,0,,,,,
1236,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m2,碩士在職專班,,,4,12,0,0,0,,,,,
1236,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m2,碩士在職專班,,,5,5,1,0,0,,,,,
1236,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m2,碩士在職專班,,,6,5,0,0,0,,,,,
1236,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m2,碩士在職專班,,,7,0,0,0,0,,,,,
1235,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,,,1,123,26,0,0,,,,,
1235,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,,,2,84,40,0,0,,,,,
1235,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,,,3,9,2,0,0,,,,,
1235,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,,,4,3,1,0,0,,,,,
1235,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,,,5,4,0,0,0,,,,,
1235,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,,,6,0,0,0,0,,,,,
14701,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,AI碩士班,,1,9,3,0,0,,,,,
14701,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,AI碩士班,,2,9,1,0,0,,,,,
14701,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,AI碩士班,,3,0,0,0,0,,,,,
14701,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,AI碩士班,,4,0,0,0,0,,,,,
14701,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,AI碩士班,,5,0,0,0,0,,,,,
14701,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,AI碩士班,,6,0,0,0,0,,,,,
9934,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,軟體工程碩士班,,1,11,1,0,0,,,,,
9934,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,軟體工程碩士班,,2,10,0,0,0,,,,,
9934,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,軟體工程碩士班,,3,0,0,0,0,,,,,
9934,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,軟體工程碩士班,,4,0,0,0,0,,,,,
9934,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,軟體工程碩士班,,5,0,0,0,0,,,,,
9934,110,1,71,資訊電機學院,557,校本部,資訊工程學系,m1,碩士班,軟體工程碩士班,,6,0,0,0,0,,,,,
1233,110,1,71,資訊電機學院,557,校本部,資訊工程學系,u1,學士班,,,1,80,17,0,0,,,,,
1233,110,1,71,資訊電機學院,557,校本部,資訊工程學系,u1,學士班,,,2,69,36,0,1,,,,,
1233,110,1,71,資訊電機學院,557,校本部,資訊工程學系,u1,學士班,,,3,71,30,0,0,,,,,
1233,110,1,71,資訊電機學院,557,校本部,資訊工程學系,u1,學士班,,,4,77,21,0,0,,,,,
1233,110,1,71,資訊電機學院,557,校本部,資訊工程學系,u1,學士班,,,5,7,0,0,0,,,,,
1233,110,1,71,資訊電機學院,557,校本部,資訊工程學系,u1,學士班,,,6,5,0,0,0,,,,,
1233,110,1,71,資訊電機學院,557,校本部,資訊工程學系,u1,學士班,,,7,0,0,0,0,,,,,
1233,110,1,71,資訊電機學院,557,校本部,資訊工程學系,u1,學士班,,,8,0,0,0,0,,,,,
14516,110,1,71,資訊電機學院,6457,校本部,資訊電機學院學士班,u1,學士班,,,1,22,3,0,0,,,,,
14516,110,1,71,資訊電機學院,6457,校本部,資訊電機學院學士班,u1,學士班,,,2,17,6,0,0,,,,,
14516,110,1,71,資訊電機學院,6457,校本部,資訊電機學院學士班,u1,學士班,,,3,13,6,0,0,,,,,
14516,110,1,71,資訊電機學院,6457,校本部,資訊電機學院學士班,u1,學士班,,,4,18,4,0,0,,,,,
14516,110,1,71,資訊電機學院,6457,校本部,資訊電機學院學士班,u1,學士班,,,5,0,0,0,0,,,,,
14516,110,1,71,資訊電機學院,6457,校本部,資訊電機學院學士班,u1,學士班,,,6,0,0,0,0,,,,,
14516,110,1,71,資訊電機學院,6457,校本部,資訊電機學院學士班,u1,學士班,,,7,0,0,0,0,,,,,
14516,110,1,71,資訊電機學院,6457,校本部,資訊電機學院學士班,u1,學士班,,,8,0,0,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,1,3,0,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,2,6,1,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,3,5,0,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,4,9,0,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,5,2,1,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,6,3,1,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,7,3,1,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,8,1,0,0,0,,,,,
1230,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,,,9,0,0,0,0,,,,,
14699,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,產業博士班,,1,0,0,0,0,,,,,
14699,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,產業博士班,,2,0,0,0,0,,,,,
14699,110,1,71,資訊電機學院,556,校本部,電機工程學系,d1,博士班,產業博士班,,3,0,0,0,0,,,,,
1231,110,1,71,資訊電機學院,556,校本部,電機工程學系,m1,碩士班,,,1,136,21,0,0,,,,,
1231,110,1,71,資訊電機學院,556,校本部,電機工程學系,m1,碩士班,,,2,124,17,0,0,,,,,
1231,110,1,71,資訊電機學院,556,校本部,電機工程學系,m1,碩士班,,,3,45,6,0,0,,,,,
1231,110,1,71,資訊電機學院,556,校本部,電機工程學系,m1,碩士班,,,4,13,2,0,0,,,,,
1231,110,1,71,資訊電機學院,556,校本部,電機工程學系,m1,碩士班,,,5,1,0,0,0,,,,,
1231,110,1,71,資訊電機學院,556,校本部,電機工程學系,m1,碩士班,,,6,0,0,0,0,,,,,
1229,110,1,71,資訊電機學院,556,校本部,電機工程學系,u1,學士班,,,1,90,15,0,0,,,,,
1229,110,1,71,資訊電機學院,556,校本部,電機工程學系,u1,學士班,,,2,84,25,3,1,,,,,
1229,110,1,71,資訊電機學院,556,校本部,電機工程學系,u1,學士班,,,3,89,22,0,0,,,,,
1229,110,1,71,資訊電機學院,556,校本部,電機工程學系,u1,學士班,,,4,82,22,0,0,,,,,
1229,110,1,71,資訊電機學院,556,校本部,電機工程學系,u1,學士班,,,5,14,2,0,0,,,,,
1229,110,1,71,資訊電機學院,556,校本部,電機工程學系,u1,學士班,,,6,3,0,0,0,,,,,
1229,110,1,71,資訊電機學院,556,校本部,電機工程學系,u1,學士班,,,7,0,0,0,0,,,,,
1229,110,1,71,資訊電機學院,556,校本部,電機工程學系,u1,學士班,,,8,0,0,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,1,2,2,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,2,2,1,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,3,6,2,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,4,1,1,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,5,3,3,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,6,2,2,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,7,0,0,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,8,0,0,0,0,,,,,
1242,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,d1,博士班,,,9,0,0,0,0,,,,,
10243,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m2,碩士在職專班,,,1,6,10,0,0,,,,,
10243,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m2,碩士在職專班,,,2,12,8,0,0,,,,,
10243,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m2,碩士在職專班,,,3,6,3,0,0,,,,,
10243,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m2,碩士在職專班,,,4,3,1,0,0,,,,,
10243,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m2,碩士在職專班,,,5,2,0,0,0,,,,,
10243,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m2,碩士在職專班,,,6,0,0,0,0,,,,,
1241,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m1,碩士班,,,1,16,10,0,0,,,,,
1241,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m1,碩士班,,,2,12,9,0,0,,,,,
1241,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m1,碩士班,,,3,0,1,0,0,,,,,
1241,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m1,碩士班,,,4,1,0,0,0,,,,,
1241,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m1,碩士班,,,5,0,0,0,0,,,,,
1241,110,1,71,資訊電機學院,559,校本部,網路學習科技研究所,m1,碩士班,,,6,0,0,0,0,,,,,
1223,110,1,70,管理學院,554,校本部,人力資源管理研究所,d1,博士班,,,1,0,0,0,0,,,,,
1223,110,1,70,管理學院,554,校本部,人力資源管理研究所,d1,博士班,,,2,0,0,0,0,,,,,
1223,110,1,70,管理學院,554,校本部,人力資源管理研究所,d1,博士班,,,3,0,1,0,0,,,,,
1223,110,1,70,管理學院,554,校本部,人力資源管理研究所,d1,博士班,,,4,0,0,0,0,,,,,
1223,110,1,70,管理學院,554,校本部,人力資源管理研究所,d1,博士班,,,5,1,0,0,0,,,,,
1223,110,1,70,管理學院,554,校本部,人力資源管理研究所,d1,博士班,,,6,2,0,0,0,,,,,
1223,110,1,70,管理學院,554,校本部,人力資源管理研究所,d1,博士班,,,7,1,0,0,0,,,,,
1223,110,1,70,管理學院,554,校本部,人力資源管理研究所,d1,博士班,,,8,0,0,0,0,,,,,
1225,110,1,70,管理學院,554,校本部,人力資源管理研究所,m2,碩士在職專班,,,1,6,21,0,0,,,,,
1225,110,1,70,管理學院,554,校本部,人力資源管理研究所,m2,碩士在職專班,,,2,16,14,0,0,,,,,
