1101(依據110/10/15在學學生資料-不含交換生及休學生),Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
代碼,學年度,學期,學院代碼,學院,單位代碼,校區,單位,學制代碼,學制班別,班次,學籍分組,年級,正式學籍之在學學生總人數男,正式學籍之在學學生總人數女,轉學生男,轉學生女,補充說明,各學制,女,男,總計
1225,110,1,70,管理學院,554,校本部,人力資源管理研究所,m2,碩士在職專班,,,3,0,4,0,0,,,,,
1225,110,1,70,管理學院,554,校本部,人力資源管理研究所,m2,碩士在職專班,,,4,0,2,0,0,,,,,
1225,110,1,70,管理學院,554,校本部,人力資源管理研究所,m2,碩士在職專班,,,5,0,1,0,0,,,,,
1224,110,1,70,管理學院,554,校本部,人力資源管理研究所,m1,碩士班,,,1,7,20,0,0,,,,,
1224,110,1,70,管理學院,554,校本部,人力資源管理研究所,m1,碩士班,,,2,2,25,0,0,,,,,
1224,110,1,70,管理學院,554,校本部,人力資源管理研究所,m1,碩士班,,,3,0,0,0,0,,,,,
1224,110,1,70,管理學院,554,校本部,人力資源管理研究所,m1,碩士班,,,4,1,2,0,0,,,,,
1224,110,1,70,管理學院,554,校本部,人力資源管理研究所,m1,碩士班,,,5,0,0,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,1,0,1,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,2,0,1,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,3,1,0,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,4,1,1,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,5,0,1,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,6,0,1,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,7,0,0,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,8,1,0,0,0,,,,,
1226,110,1,70,管理學院,555,校本部,工業管理研究所,d1,博士班,,,9,0,0,0,0,,,,,
1228,110,1,70,管理學院,555,校本部,工業管理研究所,m2,碩士在職專班,,,1,13,14,0,0,,,,,
1228,110,1,70,管理學院,555,校本部,工業管理研究所,m2,碩士在職專班,,,2,15,15,0,0,,,,,
1228,110,1,70,管理學院,555,校本部,工業管理研究所,m2,碩士在職專班,,,3,4,0,0,0,,,,,
1228,110,1,70,管理學院,555,校本部,工業管理研究所,m2,碩士在職專班,,,4,3,0,0,0,,,,,
1228,110,1,70,管理學院,555,校本部,工業管理研究所,m2,碩士在職專班,,,5,1,1,0,0,,,,,
1228,110,1,70,管理學院,555,校本部,工業管理研究所,m2,碩士在職專班,,,6,0,0,0,0,,,,,
1227,110,1,70,管理學院,555,校本部,工業管理研究所,m1,碩士班,,,1,14,12,0,0,,,,,
1227,110,1,70,管理學院,555,校本部,工業管理研究所,m1,碩士班,,,2,13,11,0,0,,,,,
1227,110,1,70,管理學院,555,校本部,工業管理研究所,m1,碩士班,,,3,1,0,0,0,,,,,
1227,110,1,70,管理學院,555,校本部,工業管理研究所,m1,碩士班,,,4,2,1,0,0,,,,,
1227,110,1,70,管理學院,555,校本部,工業管理研究所,m1,碩士班,,,5,0,0,0,0,,,,,
1227,110,1,70,管理學院,555,校本部,工業管理研究所,m1,碩士班,,,6,0,0,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,1,6,11,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,2,9,7,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,3,9,8,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,4,5,4,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,5,7,2,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,6,3,4,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,7,7,1,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,8,1,1,0,0,,,,,
1206,110,1,70,管理學院,549,校本部,企業管理學系,d1,博士班,,,9,0,0,0,0,,,,,
1208,110,1,70,管理學院,549,校本部,企業管理學系,m2,碩士在職專班,,,1,13,17,0,0,,,,,
1208,110,1,70,管理學院,549,校本部,企業管理學系,m2,碩士在職專班,,,2,13,16,0,0,,,,,
1208,110,1,70,管理學院,549,校本部,企業管理學系,m2,碩士在職專班,,,3,5,7,0,0,,,,,
1208,110,1,70,管理學院,549,校本部,企業管理學系,m2,碩士在職專班,,,4,3,2,0,0,,,,,
1208,110,1,70,管理學院,549,校本部,企業管理學系,m2,碩士在職專班,,,5,1,1,0,0,,,,,
1208,110,1,70,管理學院,549,校本部,企業管理學系,m2,碩士在職專班,,,6,1,0,0,0,,,,,
1207,110,1,70,管理學院,549,校本部,企業管理學系,m1,碩士班,,,1,27,31,0,0,,,,,
1207,110,1,70,管理學院,549,校本部,企業管理學系,m1,碩士班,,,2,23,38,0,0,,,,,
1207,110,1,70,管理學院,549,校本部,企業管理學系,m1,碩士班,,,3,5,4,0,0,,,,,
1207,110,1,70,管理學院,549,校本部,企業管理學系,m1,碩士班,,,4,1,3,0,0,,,,,
1207,110,1,70,管理學院,549,校本部,企業管理學系,m1,碩士班,,,5,0,0,0,0,,,,,
1207,110,1,70,管理學院,549,校本部,企業管理學系,m1,碩士班,,,6,0,0,0,0,,,,,
1205,110,1,70,管理學院,549,校本部,企業管理學系,u1,學士班,,,1,46,62,0,0,,,,,
1205,110,1,70,管理學院,549,校本部,企業管理學系,u1,學士班,,,2,47,50,0,0,,,,,
1205,110,1,70,管理學院,549,校本部,企業管理學系,u1,學士班,,,3,44,47,0,0,,,,,
1205,110,1,70,管理學院,549,校本部,企業管理學系,u1,學士班,,,4,32,57,0,0,,,,,
1205,110,1,70,管理學院,549,校本部,企業管理學系,u1,學士班,,,5,4,1,0,0,,,,,
1205,110,1,70,管理學院,549,校本部,企業管理學系,u1,學士班,,,6,1,1,0,0,,,,,
1205,110,1,70,管理學院,549,校本部,企業管理學系,u1,學士班,,,7,0,0,0,0,,,,,
1205,110,1,70,管理學院,549,校本部,企業管理學系,u1,學士班,,,8,0,0,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,1,3,0,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,2,2,1,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,3,3,0,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,4,1,0,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,5,0,0,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,6,1,0,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,7,0,0,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,8,0,0,0,0,,,,,
1217,110,1,70,管理學院,552,校本部,財務金融學系,d1,博士班,,,9,0,0,0,0,,,,,
1219,110,1,70,管理學院,552,校本部,財務金融學系,m2,碩士在職專班,,,1,15,16,0,0,,,,,
1219,110,1,70,管理學院,552,校本部,財務金融學系,m2,碩士在職專班,,,2,9,17,0,0,,,,,
1219,110,1,70,管理學院,552,校本部,財務金融學系,m2,碩士在職專班,,,3,3,1,0,0,,,,,
1219,110,1,70,管理學院,552,校本部,財務金融學系,m2,碩士在職專班,,,4,1,0,0,0,,,,,
1219,110,1,70,管理學院,552,校本部,財務金融學系,m2,碩士在職專班,,,5,2,1,0,0,,,,,
1219,110,1,70,管理學院,552,校本部,財務金融學系,m2,碩士在職專班,,,6,0,0,0,0,,,,,
1218,110,1,70,管理學院,552,校本部,財務金融學系,m1,碩士班,,,1,18,12,0,0,,,,,
1218,110,1,70,管理學院,552,校本部,財務金融學系,m1,碩士班,,,2,16,12,0,0,,,,,
1218,110,1,70,管理學院,552,校本部,財務金融學系,m1,碩士班,,,3,0,0,0,0,,,,,
1218,110,1,70,管理學院,552,校本部,財務金融學系,m1,碩士班,,,4,0,1,0,0,,,,,
1218,110,1,70,管理學院,552,校本部,財務金融學系,m1,碩士班,,,5,1,0,0,0,,,,,
1218,110,1,70,管理學院,552,校本部,財務金融學系,m1,碩士班,,,6,0,0,0,0,,,,,
1216,110,1,70,管理學院,552,校本部,財務金融學系,u1,學士班,,,1,28,35,0,0,,,,,
1216,110,1,70,管理學院,552,校本部,財務金融學系,u1,學士班,,,2,29,33,0,0,,,,,
1216,110,1,70,管理學院,552,校本部,財務金融學系,u1,學士班,,,3,30,32,0,0,,,,,
1216,110,1,70,管理學院,552,校本部,財務金融學系,u1,學士班,,,4,23,42,0,0,,,,,
1216,110,1,70,管理學院,552,校本部,財務金融學系,u1,學士班,,,5,5,2,0,0,,,,,
1216,110,1,70,管理學院,552,校本部,財務金融學系,u1,學士班,,,6,0,0,0,0,,,,,
1216,110,1,70,管理學院,552,校本部,財務金融學系,u1,學士班,,,7,0,0,0,0,,,,,
1216,110,1,70,管理學院,552,校本部,財務金融學系,u1,學士班,,,8,0,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,1,1,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,2,0,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,3,0,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,4,1,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,5,0,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,6,0,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,7,1,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,8,0,0,0,0,,,,,
1220,110,1,70,管理學院,553,校本部,產業經濟研究所,d1,博士班,,,9,0,0,0,0,,,,,
1222,110,1,70,管理學院,553,校本部,產業經濟研究所,m2,碩士在職專班,,,1,8,21,0,0,,,,,
1222,110,1,70,管理學院,553,校本部,產業經濟研究所,m2,碩士在職專班,,,2,14,13,0,0,,,,,
1222,110,1,70,管理學院,553,校本部,產業經濟研究所,m2,碩士在職專班,,,3,1,3,0,0,,,,,
1222,110,1,70,管理學院,553,校本部,產業經濟研究所,m2,碩士在職專班,,,4,0,2,0,0,,,,,
1222,110,1,70,管理學院,553,校本部,產業經濟研究所,m2,碩士在職專班,,,5,1,0,0,0,,,,,
1222,110,1,70,管理學院,553,校本部,產業經濟研究所,m2,碩士在職專班,,,6,0,0,0,0,,,,,
1222,110,1,70,管理學院,553,校本部,產業經濟研究所,m2,碩士在職專班,,,7,0,0,0,0,,,,,
1221,110,1,70,管理學院,553,校本部,產業經濟研究所,m1,碩士班,,,1,13,9,0,0,,,,,
1221,110,1,70,管理學院,553,校本部,產業經濟研究所,m1,碩士班,,,2,8,17,0,0,,,,,
1221,110,1,70,管理學院,553,校本部,產業經濟研究所,m1,碩士班,,,3,3,4,0,0,,,,,
1221,110,1,70,管理學院,553,校本部,產業經濟研究所,m1,碩士班,,,4,1,3,0,0,,,,,
1221,110,1,70,管理學院,553,校本部,產業經濟研究所,m1,碩士班,,,5,0,0,0,0,,,,,
1221,110,1,70,管理學院,553,校本部,產業經濟研究所,m1,碩士班,,,6,0,0,0,0,,,,,
10218,110,1,70,管理學院,2828,校本部,會計研究所,m2,碩士在職專班,企業資源規劃會計碩士在職專班,,1,6,13,0,0,,,,,
10218,110,1,70,管理學院,2828,校本部,會計研究所,m2,碩士在職專班,企業資源規劃會計碩士在職專班,,2,4,16,0,0,,,,,
10218,110,1,70,管理學院,2828,校本部,會計研究所,m2,碩士在職專班,企業資源規劃會計碩士在職專班,,3,0,3,0,0,,,,,
10218,110,1,70,管理學院,2828,校本部,會計研究所,m2,碩士在職專班,企業資源規劃會計碩士在職專班,,4,0,1,0,0,,,,,
10218,110,1,70,管理學院,2828,校本部,會計研究所,m2,碩士在職專班,企業資源規劃會計碩士在職專班,,5,0,1,0,0,,,,,
5478,110,1,70,管理學院,2828,校本部,會計研究所,m1,碩士班,,,1,4,11,0,0,,,,,
5478,110,1,70,管理學院,2828,校本部,會計研究所,m1,碩士班,,,2,6,8,0,0,,,,,
5478,110,1,70,管理學院,2828,校本部,會計研究所,m1,碩士班,,,3,0,1,0,0,,,,,
5478,110,1,70,管理學院,2828,校本部,會計研究所,m1,碩士班,,,4,0,0,0,0,,,,,
5478,110,1,70,管理學院,2828,校本部,會計研究所,m1,碩士班,,,5,0,0,0,0,,,,,
1214,110,1,70,管理學院,551,校本部,經濟學系,d1,博士班,,,1,0,0,0,0,,,,,
1214,110,1,70,管理學院,551,校本部,經濟學系,d1,博士班,,,2,0,0,0,0,,,,,
1214,110,1,70,管理學院,551,校本部,經濟學系,d1,博士班,,,3,0,0,0,0,,,,,
1214,110,1,70,管理學院,551,校本部,經濟學系,d1,博士班,,,4,0,0,0,0,,,,,
1214,110,1,70,管理學院,551,校本部,經濟學系,d1,博士班,,,5,0,1,0,0,,,,,
1214,110,1,70,管理學院,551,校本部,經濟學系,d1,博士班,,,6,0,0,0,0,,,,,
1214,110,1,70,管理學院,551,校本部,經濟學系,d1,博士班,,,7,0,0,0,0,,,,,
1214,110,1,70,管理學院,551,校本部,經濟學系,d1,博士班,,,8,1,0,0,0,,,,,
1215,110,1,70,管理學院,551,校本部,經濟學系,m1,碩士班,,,1,6,7,0,0,,,,,
1215,110,1,70,管理學院,551,校本部,經濟學系,m1,碩士班,,,2,11,6,0,0,,,,,
1215,110,1,70,管理學院,551,校本部,經濟學系,m1,碩士班,,,3,0,1,0,0,,,,,
1215,110,1,70,管理學院,551,校本部,經濟學系,m1,碩士班,,,4,0,0,0,0,,,,,
1215,110,1,70,管理學院,551,校本部,經濟學系,m1,碩士班,,,5,0,0,0,0,,,,,
1213,110,1,70,管理學院,551,校本部,經濟學系,u1,學士班,,,1,23,31,0,0,,,,,
1213,110,1,70,管理學院,551,校本部,經濟學系,u1,學士班,,,2,30,30,1,0,,,,,
1213,110,1,70,管理學院,551,校本部,經濟學系,u1,學士班,,,3,34,24,0,1,,,,,
1213,110,1,70,管理學院,551,校本部,經濟學系,u1,學士班,,,4,32,26,0,0,,,,,
1213,110,1,70,管理學院,551,校本部,經濟學系,u1,學士班,,,5,5,1,0,0,,,,,
1213,110,1,70,管理學院,551,校本部,經濟學系,u1,學士班,,,6,0,0,0,0,,,,,
1213,110,1,70,管理學院,551,校本部,經濟學系,u1,學士班,,,7,0,0,0,0,,,,,
1213,110,1,70,管理學院,551,校本部,經濟學系,u1,學士班,,,8,0,0,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,1,3,2,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,2,1,0,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,3,1,1,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,4,0,0,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,5,1,0,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,6,0,0,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,7,2,2,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,8,0,0,0,0,,,,,
1210,110,1,70,管理學院,550,校本部,資訊管理學系,d1,博士班,,,9,0,0,0,0,,,,,
1212,110,1,70,管理學院,550,校本部,資訊管理學系,m2,碩士在職專班,,,1,30,22,0,0,,,,,
1212,110,1,70,管理學院,550,校本部,資訊管理學系,m2,碩士在職專班,,,2,22,20,0,0,,,,,
1212,110,1,70,管理學院,550,校本部,資訊管理學系,m2,碩士在職專班,,,3,0,2,0,0,,,,,
1212,110,1,70,管理學院,550,校本部,資訊管理學系,m2,碩士在職專班,,,4,0,0,0,0,,,,,
1212,110,1,70,管理學院,550,校本部,資訊管理學系,m2,碩士在職專班,,,5,1,0,0,0,,,,,
1212,110,1,70,管理學院,550,校本部,資訊管理學系,m2,碩士在職專班,,,6,0,0,0,0,,,,,
1211,110,1,70,管理學院,550,校本部,資訊管理學系,m1,碩士班,,,1,43,27,0,0,,,,,
1211,110,1,70,管理學院,550,校本部,資訊管理學系,m1,碩士班,,,2,41,24,0,0,,,,,
1211,110,1,70,管理學院,550,校本部,資訊管理學系,m1,碩士班,,,3,2,1,0,0,,,,,
1211,110,1,70,管理學院,550,校本部,資訊管理學系,m1,碩士班,,,4,0,0,0,0,,,,,
1211,110,1,70,管理學院,550,校本部,資訊管理學系,m1,碩士班,,,5,0,0,0,0,,,,,
1211,110,1,70,管理學院,550,校本部,資訊管理學系,m1,碩士班,,,6,0,0,0,0,,,,,
1209,110,1,70,管理學院,550,校本部,資訊管理學系,u1,學士班,,,1,69,44,0,0,,,,,
1209,110,1,70,管理學院,550,校本部,資訊管理學系,u1,學士班,,,2,62,36,2,1,,,,,
1209,110,1,70,管理學院,550,校本部,資訊管理學系,u1,學士班,,,3,65,39,0,0,,,,,
1209,110,1,70,管理學院,550,校本部,資訊管理學系,u1,學士班,,,4,54,46,0,0,,,,,
1209,110,1,70,管理學院,550,校本部,資訊管理學系,u1,學士班,,,5,6,3,0,0,,,,,
1209,110,1,70,管理學院,550,校本部,資訊管理學系,u1,學士班,,,6,2,1,0,0,,,,,
1209,110,1,70,管理學院,550,校本部,資訊管理學系,u1,學士班,,,7,0,0,0,0,,,,,
1209,110,1,70,管理學院,550,校本部,資訊管理學系,u1,學士班,,,8,0,0,0,0,,,,,
12878,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,一般經營管理組,1,45,17,0,0,,,,,
12878,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,一般經營管理組,2,30,22,0,0,,,,,
12878,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,一般經營管理組,3,2,0,0,0,,,,,
12878,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,一般經營管理組,4,1,0,0,0,,,,,
12878,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,一般經營管理組,5,0,0,0,0,,,,,
12879,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,兩岸經營管理組,1,17,3,0,0,,,,,
12879,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,兩岸經營管理組,2,22,3,0,0,,,,,
12879,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,兩岸經營管理組,3,2,2,0,0,,,,,
12879,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,兩岸經營管理組,4,2,1,0,0,,,,,
12879,110,1,70,管理學院,2840,校本部,管理學院高階主管企管碩士班,m2,碩士在職專班,,兩岸經營管理組,5,4,0,0,0,,,,,
